id,sentence,is_generated
19,"Maģistra darbā tiek pētīta Latvijas iedzīvotāju lingvistiskā attieksme pret svešvalodu, t.sk. spāņu, valodas apguvi.",0
20,"Darbā izmantota analītiskā, aprakstošā un salīdzinošā metode, datu analīzei – divas aptaujas un vairākas strukturētas intervijas ar nozares speciālistiem.",0
21,"Spāņu valodas apguvei Latvijā kopumā ir labvelīga lingvistiskā vide – to iespējams apgūt vispārizglītojošajās skolās, kursos, mācību centros.",0
22,Ir iespēja arī iegūt oficiālu savu zināšanu apliecinājumu DELE eksaminācijas centrā.,0
23,"Taču spāņu valodas izplatība un popularitāte nav tik liela, cik tā, pamatojoties uz pētījumā iegūtajiem secinājumiem, Latvijā varētu būt.",0
24,"Iespējams, traucē informācijas trūkums, izglītības likumu izpratne vai lingvistiskie aizspriedumi, par prioritāro svešvalodu lielākajā daļā vispārizglītojošo skolu izvirzot angļu valodu.",0
25,"Spāņu valoda varētu kļūt par līdztiesīgu angļu valodas konkurenti apgūstamo svešvalodu sistēmā, turklāt izglītības procesa normatīvais regulējums nenosaka, ka angļu valoda ir obligātā svešvaloda.",0
26,"Augstākajā izglītībā būtu nepieciešama arī spāņu valodas bakalaura programma, kas nodrošinātu izglītības posmu pēctecību, sagatavojot augsti kvalificētus un profesionālus valodas speciālistus Eiropas daudzvalodīgajā vidē.",0
27,"Atslēgvārdi: spāņu valoda, valsts valoda, svešvaloda, lingvistiskā attieksme, izglītības sistēma, normatīvie akti, mācīšana.",0
28,"Retrospektīva analīze rāda, ka starptautisko imigrantu skaits pēdējos 30 gados ir dubultojies un ka šis pieaugums galvenokārt attiecas uz Rietumeiropas valstīm.",0
29,"Tas parāda, ka problēma, kas saistīta ar imigrācijas diskursu, ir aktuāla mūsdienās.",0
30,"Mēs pētījām politisko diskursu, kas saistīts ar imigrāciju Francijā un Beļģijā.",0
31,"Mēs salīdzinājām gan argumentācijas retoriskos, gan lingvistiskos aspektus.",0
32,"Pētījuma “Mūsdienu latviešu erotiskais romāns – Karīnas Račko piemērs” mērķis ir konstatēt un analizēt mūsdienu erotiskā romāna iezīmes Karīnas Račko (1988) romānos, kā arī noteikt autores romānu ietekmi uz lasītājiem.",0
33,Maģistra darbā tiek pētīta autores daiļrade un viņas fenomens latviešu literatūrā.,0
34,"Maģistra darba objekts ir četri autores romāni – “Saplēstās mežģīnes”, “Debesis pelnos”, “Samaitātā” un “Sasietā”.",0
35,"Maģistra darbā sniegts īss pārskats par erotiskā romāna īpatnībām latviešu un cittautu literatūrā, apskatīts mūsdienu erotiskais romāns kā masu kultūras žanrs, kā arī pētītas mūsdienu erotiskā romāna iezīmes Karīnas Račko romānos, izdarot secinājumus, ka autores romānos ir novērojamas līdzīgas gan saturiskās, gan stilistiskās iezīmes, kas raksturīgas mūsdienu erotiskā romāna žanram.",0
36,"Daiļdarba tulkotājs var tikt uzskatīts arī par darba līdzautoru, jo ne labas valodu (avotvalodas un mērķvalodas) zināšanas, ne vienu un to pašu tulkošanas stratēģiju izmantošana negarantē vienādu iznākumu.",0
37,Daiļliteratūras tulkošanā noteicošais ir tulkotāja subjektīvisma faktors.,0
38,"Tulkojumu mērķvalodā ietekmē tulkotāja valodas zināšanas, valodas izjūta, vārdu krājums, valodas bagātība, tulkotāja pieredze, viņa zināšanas par daiļdarbā aprakstīto zemi, vidi, kultūru, cilvēkiem, arī drosme un uzdrīkstēšanās, spēja identificēties ar daiļdarba autoru.",0
39,"Šie visi ir uzskatāmi par subjektīviem rādītājiem, kurus nevar izmērīt pēc noteiktiem kritērijiem.",0
40,"Šajā darbā aplūkotas dažādas tulkošanas stratēģijas un pieejas gan no teorētiskā viedokļa, gan analizējot to pielietojumu Amerikas Savienoto valstu bijušās pirmās lēdijas Mišelas Obamas (Michelle Obama) autobiogrāfiskā romāna “Izaugt” (Becoming) daļas divu tulkotāju tulkojumos (kas veikti neatkarīgi viens no otra).",0
41,Rezultātā tiek rastas skaidras norādes uz subjektīvisma faktora neizbēgamo ietekmi daiļliteratūras tulkošanā.,0
42,"Bakalaura darba Meteoroloģisko parādību atspoguļojums latviešu valodā mērķis ir  skatīt meteoroloģiskas parādības gan no semantiska, gan sintaktiska viedokļa – izpētīt, kādās sintaktiskās konstrukcijās tiek atspoguļotas meteoroloģiskas parādības un noteikt šo parādību nosaukumu tipisko apkaimi.",0
43,"Darbs sastāv no ievada, apzīmējumu saraksta, četrām nodaļām, secinājumiem un izmantotās literatūras saraksta.",0
44,"Pirmajā nodaļā ir dots ieskats funkcionālo stilu sistēmā, jo meteoroloģiskās parādības dažādos stilos tiek raksturotas atšķirīgi.",0
45,Otrajā nodaļa uzmanība vērsta uz vienkārša teikuma sintakses raksturošanu.,0
46,Trešajā nodaļā teorētiski un praktiski tiek skatītas divkomponentu teikumu shēmas.,0
47,"Ceturtajā nodaļā tiek pētīts, ar kādiem skaņu verbiem var apzīmēt meteoroloģiskas parādības un kādus apzīmētājus piesaista lietvārdi, kas nosauc meteoroloģiskas parādības.",0
48,"Finanšu tulkošana ir ļoti sarežģīts un augsti pieprasīts mūsdienās specializētās tulkošanas veids, kura kvalitāte ir cieši saistīta ar pareizu tulkošanas stratēģiju un rīku izvēli.",0
49,"Lai identificētu tulkošanas pieejas un stratēģijas, kas ir ieteicamās konkrētajā specializētās valodas apakš-žanrā, ir svarīgi izanalizēt labākus šī apakš-žanra tulkojumus.",0
50,"Šī maģistra darba mērķis – ir izpētīt tulkošanas stratēģijas, kas ir visbiežāk pielietotās konkrētā finanšu tulkojumu apakš-žanrā – Valsts Centrālās bankas gada pārskata ievadā.",0
51,"Pētāmo tekstu korpuss tika sastādīts no tādu valsts banku un starptautisko finanšu institūciju kā LB, CBR, ECB un EBRD gada pārskatiem, laika periodā no 2009. līdz 2018. gadiem.",0
52,"Lai sasniegtu galvenos pētījuma mērķus, tika pielietoti retrospektīvais tulkošanas stratēģiju novērtējums un kvantitatīvā analīze, kā arī valodas korpusa triangulācijas metode.",0
53,"Pētījuma rezultātus veido rekomendācijas attiecībā uz visvairāk ieteicamajām tulkošanas stratēģijām konkrētajā finanšu tulkojumu apakš-žanrā, terminoloģijas bāzi, kas ietvēra 422 terminus, un trīs paralēli korpusi jeb tulkošanas atmiņas, kuras varētu tikt lietotas mašīntulkošanā.",0
54,"Maģistra darba rezultāti varētu būt noderīgi tulkotājiem-iesācējiem, tulkotājiem, kuri nodarbojas ar finanšu un specializēto tulkošanu un izglītības darbiniekiem.",0
55,"Metaforas sociālajos medijos un īpašos kontekstos, piemēram, metaforas politiskā diskursā, ir tikušas pētītas, tomēr pētījums par metaforām fitnesa treneru publikācijās sociālajos medijos nav ticis atrasts.",0
56,"Bakalaura darba mērķis ir pētīt un sagrupēt metaforu kategorijas, kuras ir izmantotas fitnesa treneru publikācijās sociālajos medijos.",0
57,Izmantotās pētījuma metodes ir literatūras apskats un satura analīze.,0
58,"Rezultāti parāda, ka fitnesa treneri biežāk izmanto strukturālās metaforas nekā orientācijas metaforas un ontoloģiskās metaforas.",0
59,Visbiežāk izmantotā strukturālā metafora ir FITNESS IR CĪŅA.,0
60,"J.R.R. Tolkīna “Gredzenu Pavēlnieks” ir īpašs ne tikai ar to, ko panāca fantāzijas žanrā, bet arī izceļas ar savu specifisko valodu un stilu.",0
61,Šī darba mērķis bija izpētīt fonētiskos mākslinieciskos līdzekļus pirmajā no trīs “Gredzenu Pavēlnieka” grāmatām un saprast kāda ir šo izteiksmes līdzekļu funkcija.,0
62,Izmantotās pētījuma metodes šajā darbā bija Kvalitatīvā satura analīze un Discriptīvā analīže.,0
63,"Satura analīze palīdzēja šos fonētiskos izteiksmes līdzekļus identificēt, savukārt discriptīvā analīze tika izmantota lai varētu raksturot fonētisko māksliniecisko izteiksmes līdzekļu labākās īpašības un kādas funkcijas tie pilda šajā grāmatā, savukārt satura analīze palīdzēja šos  Pētijuma rezultāti atklāja, ka Alitēriju Tolkīns ļoti specifiski izmanto veidojot personvārdus, savukārt.",0
64,Onomatopeja tiek izmantota lai radītu specifisku efektu un visbiežāk viens un tas pats vārds rada līdzīgu efektu.,0
65,Tomēr galvenā nozīme fonētiskajiem mākslinieciskajiem izteiksmes līdzekļiem ir lai radītu ritmisku lasījumu un lai lasītājam būtu vieglāk uztvert Tolkīna vēstījumu.,0
66,"Maģistra darbā tiek pētīti jaunākie, pēdējo desmit gadu laikā izdotie autobiogrāfiskie romāni.",0
67,"Darba nolūks ir noskaidrot, kādā veidā izpaužas autobiogrāfiskums jaunākajā latviešu romānā un kas atšķirīgs katram no tiem.",0
68,"Maģistra darba iecere ir izveidot teorētisku un praktisku ieskatu autobiogrāfiskuma pētīšanai romānos ar naratīva un biogrāfisko metodi, kas līdz šim pētniecībā nebija bieži pielietota.",0
69,"Pētījumā tiek secināts, ka autobiogrāfiskums jaunākajā latviešu romānā izpaužas caur šādām pazīmēm: autora distancēšanās trešās personas vēstījuma formā, bērnības attēlojums, laiku sajaukums, autora rakstīšanas motivācija, atmiņas kategorija, vēsturiskās kolektīvās pieredzes konteksts, naratīva konstruēšana, sociālais statuss.",0
70,Kā arī Priverta darbs atklāj vēl vienu autobiogrāfiskuma pazīmi – attaisnošanos.,0
71,"Maģistra darba „Rīgas topogrāfija Aleksandra Čaka prozas tekstos dzīves pēdējā desmitgadē (1940-1950)” mērķis ir izpētīt Rīgas topogrāfiju kā ideoloģisko zīmju atspoguļotāju Aleksandra Čaka prozas tekstos (publicistikā: tēlojumos, recenzijās, portretrakstos, reportāžās, aprakstos), kas tapuši rakstnieka dzīves pēdējā desmitgadē, t. i., no 1940. līdz 1950. gadam.",0
72,Pētījumā kopumā analizētas 139 Aleksandra Čaka publikācijas.,0
73,"Izstrādātais pētījums, pirmkārt, atklāj padomju ideoloģijas būtisko ietekmi preses tekstu veidošanā: rakstu uzbūvē, lingvistisko elementu izvēlē.",0
74,"Otrkārt, pētījums ataino ideoloģijas klātbūtni urbānās telpas zīmju semantikā un Rīgas topogrāfijas atveidē.",0
75,"Maģistra darba teorētiskajā daļā sniegts vispārīgs ieskats semiotikā un tās pamatjēdzienos, aplūkota urbānās semiotikas metodoloģija un skatījums uz pilsētu kā zīmi, telpu un pasaules ainu.",0
76,"Darba praktiskajā daļā ir analizēti Rīgas topogrāfijas objekti Aleksandra Čaka prozas tekstos, kas ataino galvaspilsētas telpu un tai raksturīgos elementus padomju okupācijas gados rakstnieka publicistikā.",0
77,"Tāpat ir akcentēti lingvistiskie, mākslinieciskie, tekstveides un ideoloģiskie paņēmieni, kurus Aleksandrs Čaks izmantojis, aprakstot Rīgas ainavu totalitārisma apstākļos.",0
78,"Aleksandra Čaka publicistikas darbi tika vērtēti ideoloģiskā, sociālpolitiskā un kultūrvēsturiskā kontekstā, īpašu vērību pievēršot arī rakstnieka valodai un stilam.",0
79,Maģistra darba tēma ir “Kultūridentitāšu aspekti Laimas Kotas prozā”.,0
80,"Darba mērķis ir apzināt un analizēt L. Kotas prozu, atklājot kultūridentitāšu izpausmes, to izveidi ietekmējošos faktorus autores prozā.",0
81,"Tēma ir aktuāla mūsdienu skatījumā, jo līdz šim nav pētīti autores konkrētie darb, proti, stāstu krājums “Mana turku kafija”, romāni “Mierielas vilkme” un “Istaba”, kas tapuši, autorei integrējoties citā kultūrtelpā.",0
82,"Autores skatījums uz Rietumu – Austrumu un nacionālajām īpatnībām, īpaši autores darbos, par kuriem pētījumi ir salīdzinoši maz.",0
83,"Tāpat femīnās un maskulīnās, kā arī pašidentifikācijas iezīmes ir aktuālas, uzdodot jautājumu – kāpēc šis jautājums ir vai nav attiecināms uz L. Kotas prozu?",0
84,"Darbs ir strukturēts četrās daļās, kurā tiek aplūkoti kultūridentitāšu aspekti un faktori, kas tos ietekmē.",0
85,"Lai spētu apzināt autores vēstījumu tekstos, kā metodoloģisko bāzi veido hermeneitikas metode, kā arī feminisma teorētiski metodoloģiskā pieeja.",0
86,"Atslēgas vārdi: tēls, raksturs, sociālā identitāte, nacionālā identitāte, dzimumidentitāte, feminitāte, maskulinitāte.",0
87,"Maģistra darbā tiek pētīta pēdējo divdesmit gadu (2000–2020) laikā publicētā konceptuālā latviešu literatūra, izceļot spilgtus un hrestomātiskus piemērus, kas reprezentē to, kā latviešu autori savā daiļradē integrē konceptuālisma pieeju.",0
88,"Maģistra darbs ir iecerēts kā teorētisks un praktisks ievads konceptuālisma izpētei latviešu literatūrā, kas pagaidām tikusi atstāta novārtā, jo līdz šim konceptuālisms ir pieminēts dažās recenzijās, taču nav pieejami analītiski pētījumi latviešu valodā, kas būtu veltīti šai tēmai.",0
89,"Pētījumā tika secināts, ka latviešu literatūrā konceptuālisms vēl ir tikai attīstības sākuma stadijā, tāpēc analizētie darbi nevis atbilst kādam gatavam priekšstatam par konceptuālismu latviešu literatūrā, bet gan veido šo pirmo priekšstatu, kas, iespējams, kļūs par pamatu turpmākajā konceptuālisma attīstībā latviešu literatūrā.",0
90,"Maģistra darba „Populārzinātniskā literatūra kā latviešu izglītošanas rīks 19. gs. pirmajā pusē” mērķis ir izpētīt latviešu populārzinātnisko literatūru 18. gs. beigu (datējot ar 1796. gadu) un 19. gs. pirmās puses periodikā, to raksturojot latviešu izglītošanas kontekstā.",0
91,"Darba teorētiskajā daļā sniegts ieskats tautas apgaismības idejās Baltijā, īpašu nozīmi pievēršot apgaismības dabaszinātniskajai ievirzei.",0
92,"Tāpat raksturota populārzinātniskās literatūras sākotne un attīstība Latvijā, kā arī aplūkots latviešu izglītības jautājums, pievēršoties periodikai kā vienam no galvenajiem izglītošanas rīkiem apgaismības laikmetā.",0
93,"Praktiskajā daļā, kontekstā ar tautas apgaismības laikmeta idejām, analizēti 19. gs. pirmajā pusē izdotie populārzinātniskie raksti par zooloģiju, apcerējumu izklāstā meklējot un analizējot kopīgās iezīmes un didaktiskos paņēmienus, ar kādiem autori vēršas pie lasītāja.",0
94,"Pētījumā analizēti 18. gs. beigās un 19. gs. pirmajā pusē izdotie periodiskie izdevumi – žurnāls “Latviska Gada Grāmata” (1797–1798), laikraksti “Latviešu Avīzes” (1822–1915), “Tas Latviešu Ļaužu Draugs” (1832–1846), kā arī kalendāri.",0
95,"Īpašnieka rokasgrāmata ir reizē tehnisks un sabiedrisko attiecību dokuments, jo tā norāda pareizas un drošas lietošanas principus un tās kvalitāte veido lietotāja iespaidu par ražotāju.",0
96,"Pētījuma mērķis ir noskaidrot, kādas tulkošanas stratēģijas izmantotas 2016. gadā publicētas Volvo V70/XC70 īpašnieka rokasgrāmatas angļu valodā tulkojumā latviešu valodā un vērtēt tulkojuma kvalitāti.",0
97,"Lai sasniegtu mērķi, apkopoti atbilstoši teorētiskie materiāli un uz to pamata izdarīta tulkojuma salīdzinošā analīze.",0
98,Tulkojums kopumā atzīts par neveiksmīgu un sniegti ieteikumi atklāto trūkumu novēršanai.,0
99,"Kontaktvalodu valodu un tiesību sistēmu mijiedarbībā savstarpēja bagātināšana notiek dažādi, tostarp nosaucot reālijas, ar kurām jāsaprot vārdi un vārdu savienojumi, kas apzīmē specifiskas šai valstij un kultūrai jēdzienus.",0
100,"Lai to panāktu, izmanto: transliterāciju, t.i. vārdu atdarināšanu latviešu vai krievu valodā (atkarībā no tulkošanas virziena), kalkēšanu jeb katras daļas tulkojums atsevišķi, un aprakstošu tulkojumu.",0
101,Ka ir tulkojuma saņēmējs?,0
102,"Šis jautājums ir svarīgs, jo no atbildes uz to ir atkarīga leksikas izvēle.",0
103,"Ja tulkojums ir paredzēts, piemēram, filoloģiskam žurnālam, tad tulks izvēlēsies tādus stila reģistrus, kas atšķiras, piemēram no gadījuma, kad tulkojums ir paredzēts plašākais auditorijai.",0
104,Šī izvēle ir atkarīga no tulka izvēlētās stratēģijas un tulkošanas algoritma.,0
105,Kognitīvā informācija juridiskajos tekstos ir tieši terminiem.,0
106,"Daži no kuriem ir zināmi ne tikai juristiem un nozares speciālistiem, bet arī valodas nesējiem.",0
107,"Juridisko tekstu tulkošana tehnika ir normu, līdzekļu, veidu un paņēmienu kopums, kas izmantojams veiksmīgai starpkultūru komunikācijai tiesībzinību jomā, ņemot vērā juridiskās terminoloģijas un dažādu juridisko tekstu stilu pārzināšanu avotvalodā un mērķvalodā.",0
108,Maģistra darba “Rāmja bungu bubyna tradīcija Latgalē” mērķis ir izpētīt un raksturot rāmja bungas bubynu kā mūzikas instrumentu un tā spēles tradīcijas robežas 21. gadsimta sākumā.,0
109,"Agrāku pētījumu par rāmja bungām Latvijā ir ļoti maz, tikpat kā nav pētīts rāmja bungu lietojums instrumentālajā muzicēšanā 21. gadsimta sākumā.",0
110,"Darbā autore ir apkopojusi zinātnisku un praktisku informācija par rāmja bungu lietošanu Latgalē dažādās muzicēšanas situācijās, to izplatību, uzbūvi, gatavošanas tehnoloģiju, muzikālajām īpašībām, spēles veidiem, repertuāru.",0
111,"Liela uzmanība ir pievērsta instrumenta gatavošanas un spēles tradīciju pārmantošani, kā arī individuāla muzikanta personiskajam radošumam un izdomai.",0
112,"Darbā pamatā izmantota salīdzinošā jeb komparatīvā metode, lielākā daļa jauno datu ir iegūta lauka pētījumos,  kā arī veicot intervēšanu un aptauju interneta vidē.",0
113,"Autore savā darbā  ir veikusi bubyna spēles paņēmienu rekonstrukciju, kuras pamatā ir atsevišķi spēles elementi, kas fiksēti autores pašas un citu pētnieku lauka pētījumos Latgalē, literatūrā un folkloras materiālos atrodamie bubyna spēles elementu minējumi un to interpretācijas, salīdzinošie dati par rāmja bungu spēli tradicionālās kultūras ziņā radniecīgās zemēs – Lietuvā un Baltkrievijā, kā arī instrumenta morfoloģijas potenciāls – paņēmieni, ko autore eksperimentāli atradusi pati, izpētot instrumenta muzikālās iespējas.",0
114,"Rekonstrukcijas rezultāts ir parādīts kā praktiski piemēri (ritma paraugi, instrumenta spēles pozīcijas u.c.), un tas var tikt izmantots rāmja bungu bubyna spēles apgūšanai.",0
115,Maģistra darba pētījuma jautājums ir - kā Latvijas seniori skata savu un citu novecošanos.,0
116,"Pētījumā, balstoties uz M. Fuko diskursa analīzes un zināšanu arheoloģijas teorijām, tika veikta novecošanās diskursa analīze par datiem, kas tika iegūti etnogrāfiskajos lauka pētījumos, veicot intervijas ar divpadsmit senioru vecuma informantiem.",0
117,"Diskursa analīzes rezultātā tika iegūti būtiski secinājumi, ka  Latvijas senioru novecošanās diskursu lielā mērā ārēji konstruē dažādi ārēji „skaļāki” un spēcīgāki diskursi, kamēr intervētie informanti reizē „cīnās” ar šīs ārējās kategorizēšanas sekām un par pārsteigumu pat paši sev atklāj, ka viņu dzīves realitātē nekas tik būtiski nav mainījies, lai viņi būtu iekļaujami citā cilvēku kategorijā.",0
118,"Populārzinātniskā literatūra palīdz lasītājiem iepazīt zinātni tiem interesantā un pieejamā veidā, vienlaikus nezaudējot zinātnisko precizitāti.",0
119,"Lai arī tulkojumā šie teksti veiktu savu funkciju, nepieciešams pētīt tajos izmantotās zinātniskās valodas tulkošanas metodes.",0
120,Šis pētījums aplūko zinātniskās valodas elementus Rendela Manro populārzinātnisko rakstu krājumā “What If?,0
121,Serious Scientific Answers to Absurd Hypothetical Questions” un to tulkošanas un pielāgošanas metodes latviešu valodā.,0
122,"Pēc 2988 zinātniskās valodas paraugu tulkojuma tika secināts, ka terminu un sintakses atveidē visbiežāk nepieciešams izmantot tiešu tulkojumu un aizguvumus, lai precīzi atveidotu zinātniskās konstrukcijas un terminus, bet modulēšanu ieteicams izmantot labskanībai.",0
123,"Savukārt pielāgošanas stratēģijas nepieciešams lietot visretāk, jo vairums zinātnisko jēdzienu ir internacionāli.",0
124,Maģistra darba mērķis ir izpētīt brīvprātīgo iesaistīšanos un pieredzes Valsts probācijas dienesta organizētajos Atbildīguma un atbalsta apļos darbā ar dzimumnoziedznieku resocializāciju.,0
125,"Ņemot vērā, ka sabiedrībā valda kritiska un noraidoša attieksme pret dzimumnoziedzniekiem, ar šī darba palīdzību vēlos identificēt iemeslus, kādēļ brīvprātīgie piesakās darbam Apļos, kādas ir viņu attieksmes pret dzimumnoziedzniekiem, kādi viņu izpratnē ir dzimumnoziegumu cēloņi, un kurus no tiem var risināt Atbildīguma un atbalsta apļi.",0
126,"Galvenie secinājumi ir, ka iemesli piedalīties dzimumnoziedznieku resocializācijā saistāmi ar vēlēšanos būt noderīgam sabiedrībai, kā arī personīgā un profesionālā redzesloka paplašināšana.",0
127,"Izmantojot sociāli ekoloģisko modeli, tiek identificēts, kā Apļi funkcionē starppersonu, kopienas un sabiedrības līmeņos.",0
128,"Darbs ir veltīts mātišķības reprezentāciju pētījumam mūsdienu latviešu un krievu sieviešu prozā, kuru pārstāv Noras Ikstenas un Jeļenas Čižovas literārie teksti.",0
129,"Pamatojoties uz pētījumiem dzimumu studiju jomā un ņemot vērā sieviešu ģenealoģijas aspektus mātišķības pētijumā, autore, aplūkojot mātes un meitas attiecības, veic mātes uzvedības salīdzinošo analīzi mūsdienu sieviešu rakstniecībā un identificē galvenas mātišķības reprezentācijas mūsdienu sieviešu autoru skatījumā.",0
130,Pētījums par mātišķības reprezentācijām mūsdienu sieviešu prozā sniedz pamatu nonākt pie secinājuma par rakstnieču mātišķības priekšstātiem.,0
131,Ņēmot vērā tekstu analīzi no sieviešu ģenealoģijas viedokļa mēs varam runāt arī par autoru mākslinieciskiem mēģinājumiem veidot katras atsevišķas ģimenes sievietes vēsturi.,0
132,"Darbs var ieinteresēt pētniekus, kuri nodarbojas ar dzimumu studiju problemātiku un veic pētījumus mātišķības studiju jomā.",0
133,Šis maģistra darbs „Maksa Friša autobiographiskais stāsts Montauk un tā adaptācija Volkera Šlēndorfa filmā” ir veltīts slavenā šveicu rakstnieku stāstu un vācu režisora filma analīzei.,0
134,Darba mērķis ir aplūkot atšķirības un līdzības starp stāsta un ekranizāciju struktūrām un izpetīt literāra darba pārnesumu kino žanra jomā.,0
135,Maģistra darbs ir strukturēts trīs daļās.,0
136,"Pirmajā daļā tiek apkopota teorētiskā informācija par literatūras ekranizāciju, ko sniedz gan literatūras, gan kino pētnieki.",0
137,"Tiek apskatīti aspekti par literatūras ekranizācijas veidiem, ka arī par intermediālo sakarību starp filmu un literatūru.",0
138,"Otrajā daļā tiek pievērsta uzmanība režisora Volkera Šlēndorfa ekranizācijai un Maksa Friša autobiographiskam stāstam kā pirmavotam, kā arī abu makslinieku koncepcijai uz literāro avotu ekranizāciju.",0
139,"Trešajā daļā tiek aplūkoti divi mediji – vizuālais un rakstiskais, analizējot atšķirības un līdzības starp stāstu un filmu, starp stāsta personāžiem un viņu pārstāvjiem filmā, ka arī  būtisko struktūras maiņu ekranizējot stāstu.",0
140,Darbs ir veltīts fanu fikcijas žanra leksiskajām iezīmēm.,0
141,"Pētījuma mērķis ir izskatīt fanu fikcijas žanra darbu leksiskās daudzveidības problēmu, nosacīt leksikas izvēles atkarību no žanra iekšējām kategorijām.",0
142,Darbs ir sadalīts trīs daļās.,0
143,Pirmajā daļā izskata fanu fikcijas žanra īpatnības un galvenās pētījumu pieejas.,0
144,"Otrajā daļā ir noteikts pētījuma leksiskais aspekts: ir minētas leksiskas kategorijas, kas ir izpetīti darbā ietvaros, kā arī norādīta izvēles motivācija.",0
145,Darba trešajā daļā ir izpetīti fanu fikcijas žanra teksta leksiskās īpatnības.,0
146,"Darbs sastāv no 98 lappusēm, pētījuma ietvaros tiek sniegti dažādi leksisko vienību piemēri no fanu fikcijas tekstiem, noteikti to funkcionēšanas likumsakarības.",0
147,"Šī tēma varētu interesēt filologus, kulturologus, psihologus, kā arī ikvienu, kam interesē aktuālie interneta fenomeni.",0
148,"Pētījuma mērķis ir izprast līderību iedzīvotāju iniciētā kultūras organizācijā - Institut for (X) Orhūsā, Dānijā.",0
149,"Es pētu līderību kā praksi, aplūkojot prakses, kas veido konkrētās organizācijas raksturu, virzienu un pārmaiņas un šo prakšu attiecības ar citām idejām, institūcijām un procesiem.",0
150,"Galvenās šajā organizācijā novērotās līderības prakses ir attiecību veidošana starp šīs organizācijas biedriem, organizācijas uzturēšana un nākotnes virzība, kā arī mēģinājumi ietekmēt sabiedriskas pārmaiņas.",0
151,"Šīs prakses ir saistītas ar vēsturi, ārējiem aktoriem un Institut for (X) biedru pieņēmumiem un idejām.",0
152,"Kopumā es secinu, ka līderība lielā mērā ir saistīta ar pārmaiņām un pielāgošanos.",0
153,Globalās krīzes apstākļos ciešāka reģionālā sadarbība ir kļuvusi par Baltijas reģiona nākotnes attīstības priekšnosacījumu.,0
154,"Kā daļa no ES TEN-T Ziemeļjūras-Baltijas koridora zemūdens dzelzceļa tunelis zem Baltijas jūras, kas savieno Helsinkus un Tallinu, ir viens no pašlaik visapspriestākajiem sadarbības projektiem Baltijas reģionā.",0
155,"Maģistra darbā tiek analizētas un izvērtētas projekta ieceres un tā īstenošanas ekonomiskais un reģionālās sadarbības aspekts, kā arī aplūkotas projekta īstenošanas iespējamās perspektīvas.",0
