sentence,is_generated
Darba autors: Mareks Gibarts Bakalaura darba tēma: Biznesa procesu pārvaldības pilnveidošana uzņēmumā SIA “SUMMUS” Studiju programma: profesionālā bakalaura studiju programma “Komercdarbība un uzņēmuma vadība”.,0
"Darba zinātniskais vadītājs: Mg. psych., lektore Ruta Karloviča Darba mērķis: pamatojoties uz pieejamajiem teorētiskajiem avotiem, nozares literatūru un SIA “SUMMUS” faktoloģiskajiem datiem, identificēt nozīmīgākās biznesa pārvaldības problēmas uzņēmumā un izstrādāt priekšlikumus to pilnveidošanai.",0
Darba uzdevumi: 1.Analizēt zinātnisko un speciālo nozares literatūru un dažādus citus avotus par biznesa procesa vadīšanas svarīgākajiem kritērijiem.,0
2.Analizēt un pētīt atsevišķu Latvijas uzņēmumu pieredzi biznesa procesu pārvaldībā.,0
"3.Veikt SIA “SUMMUS” darbības analīzi, lai noskaidrotu biznesa procesu pārvaldības veiksmes un neveiksmes faktorus.",0
4.Analizēt un izvērtēt LEAN sistēmas ieviešanu SIA “SUMMUS” biznesa procesu pārvaldībā.,0
5.Apkopot pētījuma secinājumus un izstrādāt priekšlikumus SIA “SUMMUS” biznesa procesu pārvaldības pilnveidošanai.,0
"Darbs sastāv no: ievada, 6 nodaļām un 25 apakšnodaļām, kurās ietverti 13 attēli un  10 tabulas, secinājumu un priekšlikumu daļas.",0
Pētījums balstās uz 29 avotu analīzes.,0
Tā pirmajā nodaļā: ir analizēts profesionālās kompetences jēdziens – viens no kvalitatīva biznesa procesu vadīšanas svarīgākajiem kritērijiem.,0
Analizēta vadības teorija un veikta vadītāja kompetenču analīze.,0
Otrajā nodaļā: aprakstīti biznesa rīki un to izmantošana biznesa procesu vadīšanā.,0
"Trešajā nodaļā: analizēta krājuma pārvaldība, jo to efektīva pārvaldība ļauj samazināt uzglabāšanas izmaksas un izbrīvēt daļu no kapitāla, ko var izmantot citu aktīvu veidošanai, kas nozīmīga biznesa procesu pārvaldības pilnveidošanai.",0
"Ceturtajā nodaļā: veikta uzņēmuma SIA „SUMMUS” darbības analīze, noteikti konkurētspējas kritēriji, uzņēmuma kvantitatīvie rādītāji, kā arī analizēta iekšējā un ārējā vide.",0
Piektajā nodaļā: analizēta LEAN sistēmas ieviešana uzņēmuma biznesa procesa pārvaldības pilnveidošanai.,0
Sestajā nodaļā: analizēta krājumu pārvaldības rīku ieviešana uzņēmuma biznesa procesu pārvaldībai.,0
"Rezultātā: pētījums ir nozīmīgs uzņēmumam SIA „SUMMUS”, lai noskaidrotu biznesa procesu pārvaldības veiksmes un neveiksmes faktorus, analizētu un izvērtētu LEAN sistēmas ieviešanu SIA “SUMMUS” biznesa procesu pārvaldības pilnveidošanai.",0
Darba apjoms: 67 lpp.,0
"Darba izstrādei izmantoti: vadības teoriju zinātniskā un ekonomiskā literatūra, LR Centrālās statistikas pārvaldes dati, Lursoft datubāze, uzņēmuma gada pārskati, interneta resursi, nepublicētie uzņēmuma materiāli.",0
"Atslēgas vārdi: uzņēmums, vadīšana, biznesa process, biznesa rīki, krājumu pārvaldība, sistēmas ieviešana, procesu pilnveidošana.",0
"Finanšu analīze ir dažādu rādītāju kopums, kas sniedz priekšstatu par uzņēmuma finansiālo stāvokli, kas interesē gan uzņēmuma īpašniekus, vadītājus, gan arī sadarbības partnerus un potenciālos investorus.",0
Darba mērķis ir raksturot uzņēmuma SIA “Pindstrup Latvia” finanšu analīzes teorētiskos aspektus un novērtēt uzņēmuma rentabilitāti un ilgtspējību.,0
Autore veic uzņēmuma SIA “Pindstrup Latvia” finanšu rādītāju aprēķinus un analīzi.,0
Darba noslēgumā autore izveido priekšlikumus uzņēmuma darbības uzlabošanai.,0
"Darba rezultāti : Uzņēmums ir rentabls ar stabilu finansiālo situāciju, tomēr veicot aprēķinus, autore secina, ka uzņēmums ir mazlikvīds lielo krājumu dēļ, kā arī uzņēmumam ir maz brīvo naudas līdzekļu, tāpēc būtu jāsamazina debitoru parādi, lai nerastos situācijas, kad uzņēmums nespēj segt savas īstermiņa saistības.",0
"Diplomdarbs sastāv no 69 lapām, 43 attēliem, 3 tabulām, 2 pielikumiem.",0
"Atslēgvārdi : rentabilitāte, likviditāte, aprite, maksātspēja",0
Bakalaura darba autore: Katrīne Megne Bakalaura darba tēma: Uzņēmuma SIA “Filigran” darbības paplašināšanās iespējas Kurzemē Studiju programma: Profesionālā bakalaura studiju programma “Komercdarbība un uzņēmuma vadība”.,0
"Bakalaura zinātniskais vadītājs: Dr. sc. admin. docente Antra Līne Bakalaura darbā tiek analizēts: Uzņēmuma darbība, klienti un iespējamās tirdzniecības vietas Kurzemē.",0
Bakalaura darba mērķis: izstrādāt stratēģiju turpmākās uzņēmuma darbības paplašināšanās iespējām Kurzemē.,0
"Bakalaura darba uzdevumi: 1. Analizēt zinātnisko literatūru un informācijas avotus par uzņēmuma veidiem, to vadīšanas aspektiem., iekšējo un ārējo vidi, finanšu rādītājiem.",0
"2. Analizēt uzņēmuma darbību, tā strukturālo uzbūvi, iekšējo, ārējo vidi, finanšu rādītājus.",0
"3. Veikt SIA “Filigran” darbības analīzi un noskaidrot tās paplašināšanās iespējas Bakalaura darbs sastāv no: 3 nodaļām Tā pirmajā nodaļā: Pamatojoties uz teorētiskiem avotiem, tiek analizēti uzņēmuma darbības vides ietekmējošie faktori un raksturotas to izpētes izmantojamās metodes.",0
"Otrajā nodaļā: Tiek raksturota SIA”Filigran” juridiskā forma un darbības veidi, pamatdarbības virzieni, raksturota ārējās un iekšējās vides efektivitāte uzņēmumā, tiek izstrādāta SVID analīze un izveidota klientu aptauja, un tiek analizēta uzņēmuma finanšu rādītāji.",0
Trešajā nodaļā: Tiek izvērtēta uzņēmuma SIA”Filigran” darbības paplašināšanās iespējas Kurzemē.,0
Bakalaura darba rezultātā: Ir izvērtētas un atrastas uzņēmuma perspektīvās tirdzniecības vietas.,0
Bakalaura darba apjoms ir 76 lappuses(bez pielikumiem).,0
"Bakalaura darbā izmantoti: uzņēmējdarbības, ekonomikas, stratēģijas ,grāmatvedības, attīstības, biznesa vadības un finanšu teorijas, Latvijas valsts ceļu datu bāze, informācija no elektroniskiem informācijas avotiem un SIA “Filigran” finanšu dokumentiem.",0
"Bakalaura darba atslēgas vārdi: mazs uzņēmums, finanšu pārskats, tirdzniecība, darbības paplašināšanas.",0
Darba temats ir uzņēmuma “SIA “Zivtiņa” kredītspēja analīze un tās noteikšana”.,0
"Darba mērķis balstoties uz kredītspējas teorētiskiem aspektiem novērtēt SIA “Zivtiņa” tekošo kredītspēju, nākotnes kredītriskus, ka arī izstrādāt priekšlikumus uzņēmuma SIA “Zivtiņa”  kredītspējas uzlabošanai.",0
Darbs sastāv no 3 nodaļām.,0
"Darba 1. nodaļā autors ir izskatījis teorētisko informāciju, lai gūt priekšstatu par kredītspējas būtību un to uzlabošanas iespējam.",0
"Darba 2.nodaļā autors izskata uzņēmumu  SIA “Zivtiņa”, lai noteikt pētāmo objektu un gūt priekšstatu par uzņēmuma tēlu.",0
"Darba 3.nodaļā  praktiski pielieto teorētisku informāciju par kredītspējas noteikšanu, lai  noteikt uzņēmuma kredītspēju un  izstrādāt priekšlikumus kredītspējas uzlabošanai.",0
"Autors darba gaitā ir izpētījis vairāku speciālistu teorētisku materiālus, ar ko palīdzību ir novērtējis uzņēmuma SIA “Zivtiņa” kredītspēju un ir konstatējis nepilnības, ka arī ir apkopojis secinājumus un izstrādājis priekšlikumus, lai novērstu nepilnības un trūkumus.",0
"Latvijā 2018.gada 1.janvārī ieviesta „nodokļu reforma”, kur viens no izmaiņu objektiem ir uzņēmumu ienākuma nodoklis (UIN).",0
Šīs ir jauni ieviestas izmaiņas un nodokļu maksātājiem ir neskaidrības par nodokļa aprēķināšanu un tā ietekmi uz turpmāko darbību.,0
"Darba mērķis ir, izpētot galvenās atšķirības UIN aprēķināšanas kārtībā LR pēc „nodokļu reformas” ieviešanas, salīdzināt to ar citu ES dalībvalstu UIN sistēmu un noskaidrot ietekmi uz ekonomiskajiem rādītājiem.",0
"Pētījuma rezultātā noskaidrots, ka Latvijas jaunais UIN aprēķina režīms mazina uzņēmumu nodokļu slogu un veicina finansiālo rādītāju uzlabošanos.",0
"Salīdzinot ar citu ES dalībvalstu UIN režīmiem, Latvijas jaunais modelis ir konkurētspējīgs un dažās jomās pārspēj Igaunijas režīmu.",0
Latvijas modeli varētu papildināt par atvieglojumu piemērošanu sociālā statusa personu nodarbināšanu.,0
Aizvien pieaugošais atkritumu apjoms rada virkni problēmu visā pasaulē.,0
"Lai samazinātu apglabāto atkritumu apjomu, ES dalībvalstis pāriet uz aprites ekonomiku.",0
"ES visām dalībvalstīm ir noteikusi mērķus par pārstrādāto sadzīves atkritumu īpatsvaru un poligonos apglabāto atkritumu apjomu, kas tuvāko 15 gadu laikā ir jāsasniedz.",0
Darba mērķis ir analizēt un novērtēt atkritumu apsaimniekošanas un pārstrādes nozares attīstības tendences Latvijā un izstrādāt rekomendācijas ES uzstādīto mērķu sasniegšanai.,0
"Iegūtie rezultāti liecina, ka ar līdzšinējām tendencēm Latvija nespēs sasniegt ES noteiktos mērķus.",0
"Pārāk maz sadzīves atkritumu tiek nodoti otrreizējai pārstrādei, jo sabiedrībā ir dažādi šķēršļi, kas kavē atkritumu šķirošanu un iedzīvotājiem trūkst motivācijas.",0
"Diplomdarba “Pievienotās vērtības nodokļa apgrieztās maksāšanas kārtības pielietojuma analīze” aktualitāte – izvairīšanās no PVN rada ievērojamus zaudējumus valstij, viens no risinājumiem ir PVN apgrieztās maksāšanas kārtības ieviešana nozarēs, kur pastāv liels PVN krāpšanās risks.",0
"Darba mērķis - izpētot PVN apgrieztās maksāšanas kārtības būtību, normatīvo regulējumu, un veicot LR „Pievienotās vērtības nodokļa likuma” 141. panta līdz 143.5 panta prasību piemērošanas analīzi, atklāt praksē novērotās kārtības piemērošanas trūkumus un nepilnības, izstrādāt priekšlikumus atbildīgajām institūcijām par PVN apgrieztās maksāšanas kārtības pilnveidošanu.",0
"Secināts, ka PVN apgrieztās maksāšanas kārtība sekmē PVN krāpšanās izskaušanu, taču praksē ir novērotas tās nepilnības.",0
"Atslēgvārdi: PVN apgrieztā maksāšanas kārtība, PVN, nodoklis, normatīvie akti.",0
Alus darīšanai Latvijā ir sena un bagāta vēsture.,0
"Tai ir svarīga loma arī mūsdienās veidojot alus kultūru, radot izsmalcinātas un bagātīgas alus garšas, kā arī esot viesmīlīgiem un uzņemot tuvus un tālus ciemiņus, pastāstot viņiem par mūsu tautas alus tradīcijām.",0
"Diplomdarba mērķis ir, pamatojoties uz Latvijas likumdošanas normatīvajiem aktiem un statistikas datu analīzi, identificēt nozīmīgākās mazo alus darītavu problēmas un izstrādāt priekšlikumus nozares pilnveidošanai un attīstībai.",0
"Darba ietvaros autore izpētīja uzņēmējdarbības teorētiskos aspektus, alus nozares likumdošanu, attīstības tendences un konstatēja esošo situāciju nozarē, pētīja alus lietotāju paradumus pasaulē un Latvijā, kā arī identificēja nozīmīgākās problēmas un izstrādāja priekšlikumus, lai veicinātu nozares izaugsmi un attīstību.",0
"Atslēgvārdi: alus, patstāvīgā mazā alus darītava, lielā alus darītava, akcīzes nodoklis.",0
Diplomdarba tēma: Maksātnespējas prognozēšana Latvijas uzņēmumos.,0
"Diplomdarba mērķis ir novērtēt pētāmo uzņēmumu maksātspēju, izmantojot maksātnespējas pazīmes un bankrota prognozēšanas modeļus, izstrādāt secinājumus un priekšlikumus maksātnespējas draudu noteikšanai.",0
"Darbā tiek analizēti finanšu rādītāji no bilances, peļņas vai zaudējuma aprēķina un šo rādītāju izmaiņas.",0
"Darbs sastāv no ievada, sešām nodaļām, secinājumiem un priekšlikumiem.",0
Darba apjoms ir 79 lapaspuses bez pielikumiem.,0
Darba nobeigumā ir apkopoti maksātnespējas pazīmju analīzes rezultāti un izdarīti priekšlikumi Latvijas uzņēmumu maksātnespējas noteikšanai.,0
"Atslēgvārdi: maksātnespējas pazīmes, bankrota prognozēšana, finanšu rādītāji, finanšu koeficienti, maksātnespēja Latvijā.",0
"Diplomdarba tēma “Tālpārdošanas kā specifisks Pievienotās vērtības nodokļa institūts preču piegādes darījumos” ir attiecināma uz PVN piemērošanas regulējumu tālpārdošanas darījumos, kas Latvijā stājās spēkā no 2013. gada 1.janvāra.",0
"Iepriekšminētais regulējums ir attiecināms uz preču pārdošanas veidiem, izmantojot attālinātus resursus (internets, katalogi, u.c.).",0
"Diplomdarba mērķis ir, pamatojoties uz PVN piemērošanas regulējuma analīzi un salīdzinot tālpārdošanas darījumus ar preču piegādēm, identificēt nozīmīgākās problēmas un izstrādāt priekšlikumus tālpārdošanas PVN piemērošanas sistēmas pilnveidošanai.",0
"Izmantotas pētījuma metodes: novērošana, analizēšana, grafiskas un salīdzināšanas metodes.",0
"Diplomdarba “Uzņēmumu ienākuma nodoklis Latvijā un tā noteikšanas reformas ietekme uz uzņēmējdarbību” mērķis ir izpētīt aktuālo uzņēmumu ienākuma nodokli, analizēt un novērtēt to ietekmi uz uzņēmējdarbību, kā arī izstrādāt ieteikumus to piemērošanā un pilnveidošanā.",0
"Galvenie diplomdarba uzdevumi ir izpētīt uzņēmumu ienākuma nodokļa izmaiņas Latvijā no 2018.gada 1.janvāra, novērtēt atšķirības starp uzņēmumu ienākuma nodokli pirms izmaiņām un pēc tām, kā arī analizēt uzņēmumu ienākuma nodokļa izmaiņu ietekmi uz uzņēmējdarbību.",0
"Darba izstrādes rezultātā autore konstatēja virkni uzņēmumu ienākuma nodokļa pozīciju aprēķināšanas nianšu, kā arī šo nianšu ietekmi uz uzņēmējdarbību un izstrādāja priekšlikumus to novēršanai.",0
Katra uzņēmuma pamatmērķis ir peļņa.,0
"Lai šo peļņu nodrošinātu, katram uzņēmuma vadītājam ir jāzin sava uzņēmuma stiprās un vājās puses ne tikai pašā uzņēmējdarbībā, bet arī pašos finanšu rādītājos, lai spētu pieņemt pēc iespējas pareizākus lēmumus veiksmīgai uzņēmuma darbībai.",0
"Diplomdarba mērķis ir balstoties uz finanšu analīzes teorētisko aspektu izpēti, analizēt un novērtēt SIA ”A” finansiālo stāvokli un izstrādāt priekšlikumus minētā uzņēmuma turpmākai veiksmīgas darbības attīstībai.",0
Tāpēc ir izstrādāti vairāki priekšlikumi uzņēmuma turpmākai attīstībai.,0
"Rezultātu raksturojums - SIA “A” ir finansiāli stabils uzņēmums, taču tā vadībai būtu ieteicams pievērst lielāku vērību uzņēmuma turpmākai attīstībai.",0
Bakalaura darbs ir veltīts tehniskajai un fundamentālajai analīzei un tās pielietošanai valūtu tirgū.,0
Pētījuma mērķis ir izanalizēt divus valūtu pārus EUR/USD un USD/JPY pielietojot tehnisko un fundamentālo analīzi un izteikt savas nākotnes valūtas kursu prognozes.,0
"Darba autors mērķa sasniegšanai izvirzīja šādus uzdevumus: •Izanalizēt valūtas tirgus darbības pamatprincipus un teorētisko pamatojumu; •Izvēlēties tirgus analīzes metodes pamatojoties uz fundamentālās un tehniskās analīzes pamatprincipiem; •Analizēt valūtu pārus GBP/USD un JPY/USD izmantojot izvēlētās analīzes metodes; •Sniegt padomus topošajiem investoriem, pamatojoties uz savu pieredzi; •Pamatojoties uz analīzi, izdarīt secinājumus un sniegt priekšlikumus par valūtas tirgu un tā analīzes metodēm.",0
Valūtu kursa USD/EUR un JPY/USD analīzei bija izmantoti dati no tirdzniecības platformas Admiral Markets.,0
"Pētījumā bija izmantoti: bāru grafiki, trenda kanāli, MACD, CCI un RSI oscilatori, kā arī vidējo slīdošo indikatori.",0
"Darba apjoms ir 63 lpp., tas sastāv no 2 nodaļām.",0
Darbā ir izmantoti 49 attēli.,0
"Darbā analizēts iekšējās kontroles elementu novērtējums mazā uzņēmumā, izvērtējot iekšējās kontroles elementu būtību valstī noteiktajā kārtībā.",0
"Diplomdarba mērķis ir, izpētot pieejamo zinātnisko un speciālo literatūru, noteikt SIA „Optic Guru” pozīciju kā uzņēmumam, tā spēju darboties un attīstīties, izvērtēt iekšējās kontroles pamatelementu ievērošanu šajā uzņēmumā un izvirzīt priekšlikumus iekšējās kontroles sistēmas pilnveidošanai.",0
Darba uzdevumos bez speciālās literatūras izpētes par iekšējo kontroli uzņēmumos - ir veikta uzņēmuma risku izpēte dažādos procesos un novērtēta uzņēmuma kontroles sistēma.,0
"Darbā noteikti būtiskākie procesi uzņēmumā, kuriem nepieciešama iekšējās kontroles uzlabošana, un izstrādāti priekšlikumis uzņēmuma iekšējās kontroles pilnveidošanai.",0
"Novērtējumā secināts, ka uzņēmums strādā, riskējot ar saviem ieguldījumiem, neizvērtējot riskus, kā arī ieguvumus no uzņēmuma darbību strukturizēšanas un iekšējās kontroles pilnveidošanas.",0
"Katras valsts tautsaimniecība var attīstīties tad, ja palielinās tā valsts kapitālsabiedrību vai privāto uzņēmumu ražošanas un pakalpojumu sniegšanas spēja.",0
"Līdz ar to, viens no valsts ekonomikas izaugsmes izšķirošajiem faktoriem ir attīstītais kapitāla tirgus, kur uzņēmumi var ātri un ērti piesaistīt nepieciešamo parāda kapitālu savai attīstībai.",0
"Tomēr, Latvijā obligāciju tirgus attīstība būtiski tiek aizkavētā, neskatoties uz tirgus attīstības potenciālu.",0
Laika periodā no 2014. līdz 2018. gadam Latvijas korporatīvo obligāciju tirgus kapitalizācija pret valsts IKP saglabājās zemā līmenī.,0
"Turklāt, tirgū joprojām ir liels trūkums pēc jauniem obligāciju emitentiem, it sevišķi pēc uzņēmumiem no reālās ekonomikas sektora.",0
"Bakalaura darba mērķis ir pamatojoties uz normatīvo aktu un statistisko datu izpēti, veikt korporatīvo obligāciju emisijas procesa analīzi, izdarīt secinājumus un izstrādāt priekšlikumus Latvijas parāda vērtspapīru emisijas procesa pilnveidošanai un tirgus darbības veicināšanai.",0
"Diplomdarba “DARBA SAMAKSA UN DARBA SAMAKSAS SISTĒMAS IZPĒTE UZŅĒMUMĀ SIA “ABC”” mērķis, pamatojoties uz darba samaksas teorētiskajām atziņām, identificēt normatīvajos aktos un pētāmajā uzņēmumā SIA “ABC” nepilnības un minēt priekšlikumus to novēršanai.",0
"Diplomdarbā ir izpētīti Latvijas normatīvie dokumenti, ekonomiskā literatūra, statistiskie dati un uzņēmuma SIA “ABC” nepublicētie materiāli, kā arī veikti praktiski aprēķini.",0
"Diplomdarbā izstrādāšanas gaitā autore konstatē, ka darba samaksas sistēma ir cieši saistīta ar likumdošanu un cilvēku izpratni par atalgojumu.",0
"Diplomdarba autore konstatēja virkni nepilnību normatīvajos aktos un uzņēmumā SIA “ABC”, un izstrādāja priekšlikumus to novēršanai.",0
"Atslēgvārdi – darba samaksa, nodokļi, darba līgums, stundu tarifs, laika samaksa, akorda samaksa.",0
"Bakalaura darba tēma ir “Finanšu pieejamība lauksaimniecības nozarē Latvijā”, bakalaura darba mērķis ir izpētīt finanšu resursu piesaistes iespējas uzņēmējiem, kas darbojas lauksaimniecības nozarē Latvijā, identificēt finansējuma piesaistes un publiskā finansējuma apguves problēmas, sniegt priekšlikumus situācijas uzlabošanai.",0
"Bakalaura darba ietvaros, tiek veikts teorētiskās informācijas apkopojums par Latvijas lauksaimniecības sektoru, pieejamo valsts atbalstu lauksaimniecībā, finansēšanas būtību.",0
"Tam seko  statistisko datu izpēte par lauksaimniecības sektora makroekonomiskajiem un investīciju rādītājiem, pastiprinātu uzmanību pieveršot Eiropas Savienības Kopējās Lauksaimniecības Politikas 2014-2020 paredzētā finansiālā atbalsta programmām un to apguvei.",0
"Atslēgvārdi: Lauksaimniecība, finansējums, atbalsta programmas, attīstība",0
"Bakalaura darba mērķis ir izpētīt un izanalizēt iedzīvotāju ienākuma nodokļa principus, veikt iedzīvotāju ienākuma nodokļa piemērošanas analīzi algas nodokļa maksātājiem un saimnieciskās darbības veicējiem, izpētīt un izvērtēt iedzīvotāju ienākuma nodokļa plānošanas un prognozēšanas iespējas, izdarīt secinājumus un izstrādāt priekšlikumus nodokļa piemērošanā un plānošanā, un prognozēšanā.",0
"Latvijā ir noteikti 15 dažāda veida nodokļi, kurus uzliek saskaņā ar kokrētā nodokļa likumu, un kuri veido Latvijas nodokļu un nodevu sistēmu.",0
Iedzīvotāju ienākuma nodoklis un uzņēmumu ienākuma nodoklis veido vienotu ienākuma nodokļu sistēmu.,0
Iedzīvotāju ienākuma nodoklis ir nodoklis ar ko apliek fiziskas personas gūtos ienākumus.,0
"Darba mērķa sasniegšanai izvirzīti sekojoši uzdevumi: 1.Izpētīt un izanalizēt LR likumu ""Par iedzīvotāju ienākuma nodokli"", Ministru kabineta noteikumu, Valsts ieņēmumu dienesta informatīvā un metodiskā materiāla  teorētiskos un prakstiskos aspektus, iedzīvotāju ienākuma nodokļa principus.",0
2.Izpētīt un izanalizēt nodokļa piemērošanas principus.,0
3.Izpētīt un izanalizēt iedzīvotāju ienākuma nodokļa plānošanas un prognozēšanas iespējas.,0
4.Izdarīt secinājumus un izstrādāt priekšlikumus fiziskai un juridiskai personai no gūtā ienākuma aprēķinātā nodokļa noteikšanai un nodokļa maksāšanas formas un veida izvēlē.,0
Bakalaura darbs sastāv no trijām nodaļā.,0
"Pirmā nodaļa ir veltīta teorētiskajam aprakstam, tiek apskatīta iedzīvotāju ienākuma nodokļa būtība, nodokļa maksātāji, ar nodokli apliekamā ienākuma noteikšana.",0
"Otrajā nodaļā tiek izpētīti un izanalizēti teorētiski - prakstiskie aspekti iedzīvotāju ienākuma nodokļa jautājumos, aplūkoti un izanalizēti ar iedzīvotāju ienākuma nodokļa piemērošanas principi.",0
"Trešajā nodaļā tiek izpētīti un izanalizēti iedzīvotāju ienākuma nodokļa plānošanas un prognozēšanas iespējas, piedāvāti etapi, kas nodokļa maksātājam būtu jāievēro, optimizējot savus nodokļa maksājums.",0
Bakalaura darba nosaukums ir „Sauszemes transportlīdzekļu brīvprātīgā apdrošināšana (KASKO) Latvijā un tās analīze”.,0
"Darba mērķis ir uz sauszemes transportlīdzekļu brīvprātīgās apdrošināšanas (KASKO)  Latvijā izpētes pamata izstrādāt priekšlikumus AAS “Baltijas Apdrošināšanas Nams”, turpmāk BAN, darbības veicināšanai.",0
Bakalaura darbs sastāv no trīs nodaļām un vienpadsmit apakšnodaļām.,0
Bakalaura darbam ir 67 lapaspuses.,0
"Pirmā nodaļa sastāv no teorētiskām zināšanām par apdrošināšanas tirgus būtību, definīciju apskatu, KASKO apdrošināšanas produkta, turpmāk KASKO, būtību.",0
"Darba autors konstatēja, ka par KASKO būtību un definīciju teorētiskajā literatūrā nav pieejams plašs informācijas klāsts.",0
"Otrā nodaļa sastāv no darbā veiktās analīzes par transportlīdzekļu tirgus datiem, Latvijas nedzīvības apdrošināšanas darbības rādītājiem, veikts KASKO salīdzinājums starp Latvijas apdrošināšanas kompānijām.",0
Kā arī tika apskatīta Latvijas nedzīvības apdrošināšanas mārketinga komunikācija.,0
Trešajā nodaļā tika pētīti BAN darbības rezultāti un patērētājiem piedāvātie produkti.,0
"Šajā nodaļā izskatīts KASKO aprēķināšanas piemērs, kas parāda vienas transportlīdzekļa markas un modeļa apdrošināšanas polišu prēmiju atšķirību dažādās apdrošināšanas kompānijās.",0
Salīdzināti rezultāti ar interneta vietnē iespējamo KASKO aprēķinu.,0
"Priekšlikumos tika aprakstīti darba autora pamanītie iespējamie ikdienas darbu uzlabojošie paņēmieni BAN, kas varētu veicināt sabiedrības darbības rezultātus.",0
ATSLĒGVĀRDI: KASKO; apdrošināšanas prēmijas; tarifs; analīze; apdrošināšanas tirgus; riski.,0
Diplomdarba mērķis bija veikt SIA “Limbažu siltums” saimnieciskās darbības finanšu analīzi un un izstrādāt priekšlikumus finanšu radītāju uzlabošanai.,0
Darba mērķa sasniegšanai risināti šādi uzdevumi: • izpētīt finanšu analīzes teorētiskos aspektus; • uzņēmumu SIA “Limbažu siltums” un SIA “Saldus siltums” finanšu pārskatu rādītāju analīzi; • izvērtēt un izstrādāt priekšlikumus SIA “Limbažu siltums” finanšu rādītāju uzlabošanai.,0
"Galvenais secinājums - uzņēmumam SIA “Limbažu siltums” ir lielas problēmas tieši ar debitoru parādiem, jo uzņēmumā nav izstrādātas kredītpolitikas.",0
"Galvenie priekšlikumi - galvenokārt uzņēmumam jāstrādā ar debitoru parādiem,kas uzlabotu siltuāciju ar likviditātes un maksātnespējas risku, uzlabotu rentabilitātes rādītājus.",0
"Darbs sastāv no 76 lappusēm, 2 attēliem, 30 tabulām, 7 pielikumiem un 27 izmantotiem literatūras avotiem.",0
Diplomdarba tēma ir “Apmācības platformas Moodle ieviešana uzņēmumā ECOMMPAY LIMITED”.,0
"Diplomdarba darba mērķis ir izpētīt un izstrādāt apmācības platformas Moodle ieviešanas projektu uzņēmumā ECOMMPAY LIMITED, aprakstot ieviešanas nepieciešamību, veicot dažādu apmācību platformu analīzi, noteicot to atbilstību uzņēmuma un regulatoru prasībām.",0
"Darbā izstrādāts apmācības platformas ieviešanas projekts ar visiem posmiem, kā arī izskatīts projekta  ekonomiskais pamatojums.",0
