id,sentence,is_generated
74,"ES visām dalībvalstīm ir noteikusi mērķus par pārstrādāto sadzīves atkritumu īpatsvaru un poligonos apglabāto atkritumu apjomu, kas tuvāko 15 gadu laikā ir jāsasniedz.",0
75,Darba mērķis ir analizēt un novērtēt atkritumu apsaimniekošanas un pārstrādes nozares attīstības tendences Latvijā un izstrādāt rekomendācijas ES uzstādīto mērķu sasniegšanai.,0
76,"Iegūtie rezultāti liecina, ka ar līdzšinējām tendencēm Latvija nespēs sasniegt ES noteiktos mērķus.",0
77,"Pārāk maz sadzīves atkritumu tiek nodoti otrreizējai pārstrādei, jo sabiedrībā ir dažādi šķēršļi, kas kavē atkritumu šķirošanu un iedzīvotājiem trūkst motivācijas.",0
78,"Diplomdarba “Pievienotās vērtības nodokļa apgrieztās maksāšanas kārtības pielietojuma analīze” aktualitāte – izvairīšanās no PVN rada ievērojamus zaudējumus valstij, viens no risinājumiem ir PVN apgrieztās maksāšanas kārtības ieviešana nozarēs, kur pastāv liels PVN krāpšanās risks.",0
79,"Darba mērķis - izpētot PVN apgrieztās maksāšanas kārtības būtību, normatīvo regulējumu, un veicot LR „Pievienotās vērtības nodokļa likuma” 141. panta līdz 143.5 panta prasību piemērošanas analīzi, atklāt praksē novērotās kārtības piemērošanas trūkumus un nepilnības, izstrādāt priekšlikumus atbildīgajām institūcijām par PVN apgrieztās maksāšanas kārtības pilnveidošanu.",0
80,"Secināts, ka PVN apgrieztās maksāšanas kārtība sekmē PVN krāpšanās izskaušanu, taču praksē ir novērotas tās nepilnības.",0
81,"Atslēgvārdi: PVN apgrieztā maksāšanas kārtība, PVN, nodoklis, normatīvie akti.",0
82,Alus darīšanai Latvijā ir sena un bagāta vēsture.,0
83,"Tai ir svarīga loma arī mūsdienās veidojot alus kultūru, radot izsmalcinātas un bagātīgas alus garšas, kā arī esot viesmīlīgiem un uzņemot tuvus un tālus ciemiņus, pastāstot viņiem par mūsu tautas alus tradīcijām.",0
84,"Diplomdarba mērķis ir, pamatojoties uz Latvijas likumdošanas normatīvajiem aktiem un statistikas datu analīzi, identificēt nozīmīgākās mazo alus darītavu problēmas un izstrādāt priekšlikumus nozares pilnveidošanai un attīstībai.",0
85,"Darba ietvaros autore izpētīja uzņēmējdarbības teorētiskos aspektus, alus nozares likumdošanu, attīstības tendences un konstatēja esošo situāciju nozarē, pētīja alus lietotāju paradumus pasaulē un Latvijā, kā arī identificēja nozīmīgākās problēmas un izstrādāja priekšlikumus, lai veicinātu nozares izaugsmi un attīstību.",0
86,"Atslēgvārdi: alus, patstāvīgā mazā alus darītava, lielā alus darītava, akcīzes nodoklis.",0
87,Diplomdarba tēma: Maksātnespējas prognozēšana Latvijas uzņēmumos.,0
88,"Diplomdarba mērķis ir novērtēt pētāmo uzņēmumu maksātspēju, izmantojot maksātnespējas pazīmes un bankrota prognozēšanas modeļus, izstrādāt secinājumus un priekšlikumus maksātnespējas draudu noteikšanai.",0
89,"Darbā tiek analizēti finanšu rādītāji no bilances, peļņas vai zaudējuma aprēķina un šo rādītāju izmaiņas.",0
90,"Darbs sastāv no ievada, sešām nodaļām, secinājumiem un priekšlikumiem.",0
91,Darba apjoms ir 79 lapaspuses bez pielikumiem.,0
92,Darba nobeigumā ir apkopoti maksātnespējas pazīmju analīzes rezultāti un izdarīti priekšlikumi Latvijas uzņēmumu maksātnespējas noteikšanai.,0
93,"Atslēgvārdi: maksātnespējas pazīmes, bankrota prognozēšana, finanšu rādītāji, finanšu koeficienti, maksātnespēja Latvijā.",0
94,"Diplomdarba tēma “Tālpārdošanas kā specifisks Pievienotās vērtības nodokļa institūts preču piegādes darījumos” ir attiecināma uz PVN piemērošanas regulējumu tālpārdošanas darījumos, kas Latvijā stājās spēkā no 2013. gada 1.janvāra.",0
95,"Iepriekšminētais regulējums ir attiecināms uz preču pārdošanas veidiem, izmantojot attālinātus resursus (internets, katalogi, u.c.).",0
96,"Diplomdarba mērķis ir, pamatojoties uz PVN piemērošanas regulējuma analīzi un salīdzinot tālpārdošanas darījumus ar preču piegādēm, identificēt nozīmīgākās problēmas un izstrādāt priekšlikumus tālpārdošanas PVN piemērošanas sistēmas pilnveidošanai.",0
97,"Izmantotas pētījuma metodes: novērošana, analizēšana, grafiskas un salīdzināšanas metodes.",0
98,"Diplomdarba “Uzņēmumu ienākuma nodoklis Latvijā un tā noteikšanas reformas ietekme uz uzņēmējdarbību” mērķis ir izpētīt aktuālo uzņēmumu ienākuma nodokli, analizēt un novērtēt to ietekmi uz uzņēmējdarbību, kā arī izstrādāt ieteikumus to piemērošanā un pilnveidošanā.",0
99,"Galvenie diplomdarba uzdevumi ir izpētīt uzņēmumu ienākuma nodokļa izmaiņas Latvijā no 2018.gada 1.janvāra, novērtēt atšķirības starp uzņēmumu ienākuma nodokli pirms izmaiņām un pēc tām, kā arī analizēt uzņēmumu ienākuma nodokļa izmaiņu ietekmi uz uzņēmējdarbību.",0
100,"Darba izstrādes rezultātā autore konstatēja virkni uzņēmumu ienākuma nodokļa pozīciju aprēķināšanas nianšu, kā arī šo nianšu ietekmi uz uzņēmējdarbību un izstrādāja priekšlikumus to novēršanai.",0
101,Katra uzņēmuma pamatmērķis ir peļņa.,0
102,"Lai šo peļņu nodrošinātu, katram uzņēmuma vadītājam ir jāzin sava uzņēmuma stiprās un vājās puses ne tikai pašā uzņēmējdarbībā, bet arī pašos finanšu rādītājos, lai spētu pieņemt pēc iespējas pareizākus lēmumus veiksmīgai uzņēmuma darbībai.",0
103,"Diplomdarba mērķis ir balstoties uz finanšu analīzes teorētisko aspektu izpēti, analizēt un novērtēt SIA ”A” finansiālo stāvokli un izstrādāt priekšlikumus minētā uzņēmuma turpmākai veiksmīgas darbības attīstībai.",0
104,Tāpēc ir izstrādāti vairāki priekšlikumi uzņēmuma turpmākai attīstībai.,0
105,"Rezultātu raksturojums - SIA “A” ir finansiāli stabils uzņēmums, taču tā vadībai būtu ieteicams pievērst lielāku vērību uzņēmuma turpmākai attīstībai.",0
106,Bakalaura darbs ir veltīts tehniskajai un fundamentālajai analīzei un tās pielietošanai valūtu tirgū.,0
107,Pētījuma mērķis ir izanalizēt divus valūtu pārus EUR/USD un USD/JPY pielietojot tehnisko un fundamentālo analīzi un izteikt savas nākotnes valūtas kursu prognozes.,0
108,"Darba autors mērķa sasniegšanai izvirzīja šādus uzdevumus: •Izanalizēt valūtas tirgus darbības pamatprincipus un teorētisko pamatojumu; •Izvēlēties tirgus analīzes metodes pamatojoties uz fundamentālās un tehniskās analīzes pamatprincipiem; •Analizēt valūtu pārus GBP/USD un JPY/USD izmantojot izvēlētās analīzes metodes; •Sniegt padomus topošajiem investoriem, pamatojoties uz savu pieredzi; •Pamatojoties uz analīzi, izdarīt secinājumus un sniegt priekšlikumus par valūtas tirgu un tā analīzes metodēm.",0
109,Valūtu kursa USD/EUR un JPY/USD analīzei bija izmantoti dati no tirdzniecības platformas Admiral Markets.,0
110,"Pētījumā bija izmantoti: bāru grafiki, trenda kanāli, MACD, CCI un RSI oscilatori, kā arī vidējo slīdošo indikatori.",0
111,"Darba apjoms ir 63 lpp., tas sastāv no 2 nodaļām.",0
112,Darbā ir izmantoti 49 attēli.,0
113,"Darbā analizēts iekšējās kontroles elementu novērtējums mazā uzņēmumā, izvērtējot iekšējās kontroles elementu būtību valstī noteiktajā kārtībā.",0
114,"Diplomdarba mērķis ir, izpētot pieejamo zinātnisko un speciālo literatūru, noteikt SIA „Optic Guru” pozīciju kā uzņēmumam, tā spēju darboties un attīstīties, izvērtēt iekšējās kontroles pamatelementu ievērošanu šajā uzņēmumā un izvirzīt priekšlikumus iekšējās kontroles sistēmas pilnveidošanai.",0
115,Darba uzdevumos bez speciālās literatūras izpētes par iekšējo kontroli uzņēmumos - ir veikta uzņēmuma risku izpēte dažādos procesos un novērtēta uzņēmuma kontroles sistēma.,0
116,"Darbā noteikti būtiskākie procesi uzņēmumā, kuriem nepieciešama iekšējās kontroles uzlabošana, un izstrādāti priekšlikumis uzņēmuma iekšējās kontroles pilnveidošanai.",0
117,"Novērtējumā secināts, ka uzņēmums strādā, riskējot ar saviem ieguldījumiem, neizvērtējot riskus, kā arī ieguvumus no uzņēmuma darbību strukturizēšanas un iekšējās kontroles pilnveidošanas.",0
118,"Katras valsts tautsaimniecība var attīstīties tad, ja palielinās tā valsts kapitālsabiedrību vai privāto uzņēmumu ražošanas un pakalpojumu sniegšanas spēja.",0
119,"Līdz ar to, viens no valsts ekonomikas izaugsmes izšķirošajiem faktoriem ir attīstītais kapitāla tirgus, kur uzņēmumi var ātri un ērti piesaistīt nepieciešamo parāda kapitālu savai attīstībai.",0
120,"Tomēr, Latvijā obligāciju tirgus attīstība būtiski tiek aizkavētā, neskatoties uz tirgus attīstības potenciālu.",0
121,Laika periodā no 2014. līdz 2018. gadam Latvijas korporatīvo obligāciju tirgus kapitalizācija pret valsts IKP saglabājās zemā līmenī.,0
122,"Turklāt, tirgū joprojām ir liels trūkums pēc jauniem obligāciju emitentiem, it sevišķi pēc uzņēmumiem no reālās ekonomikas sektora.",0
123,"Bakalaura darba mērķis ir pamatojoties uz normatīvo aktu un statistisko datu izpēti, veikt korporatīvo obligāciju emisijas procesa analīzi, izdarīt secinājumus un izstrādāt priekšlikumus Latvijas parāda vērtspapīru emisijas procesa pilnveidošanai un tirgus darbības veicināšanai.",0
124,"Diplomdarba “DARBA SAMAKSA UN DARBA SAMAKSAS SISTĒMAS IZPĒTE UZŅĒMUMĀ SIA “ABC”” mērķis, pamatojoties uz darba samaksas teorētiskajām atziņām, identificēt normatīvajos aktos un pētāmajā uzņēmumā SIA “ABC” nepilnības un minēt priekšlikumus to novēršanai.",0
125,"Diplomdarbā ir izpētīti Latvijas normatīvie dokumenti, ekonomiskā literatūra, statistiskie dati un uzņēmuma SIA “ABC” nepublicētie materiāli, kā arī veikti praktiski aprēķini.",0
126,"Diplomdarbā izstrādāšanas gaitā autore konstatē, ka darba samaksas sistēma ir cieši saistīta ar likumdošanu un cilvēku izpratni par atalgojumu.",0
127,"Diplomdarba autore konstatēja virkni nepilnību normatīvajos aktos un uzņēmumā SIA “ABC”, un izstrādāja priekšlikumus to novēršanai.",0
128,"Atslēgvārdi – darba samaksa, nodokļi, darba līgums, stundu tarifs, laika samaksa, akorda samaksa.",0
129,"Bakalaura darba tēma ir “Finanšu pieejamība lauksaimniecības nozarē Latvijā”, bakalaura darba mērķis ir izpētīt finanšu resursu piesaistes iespējas uzņēmējiem, kas darbojas lauksaimniecības nozarē Latvijā, identificēt finansējuma piesaistes un publiskā finansējuma apguves problēmas, sniegt priekšlikumus situācijas uzlabošanai.",0
130,"Bakalaura darba ietvaros, tiek veikts teorētiskās informācijas apkopojums par Latvijas lauksaimniecības sektoru, pieejamo valsts atbalstu lauksaimniecībā, finansēšanas būtību.",0
131,"Tam seko  statistisko datu izpēte par lauksaimniecības sektora makroekonomiskajiem un investīciju rādītājiem, pastiprinātu uzmanību pieveršot Eiropas Savienības Kopējās Lauksaimniecības Politikas 2014-2020 paredzētā finansiālā atbalsta programmām un to apguvei.",0
132,"Atslēgvārdi: Lauksaimniecība, finansējums, atbalsta programmas, attīstība",0
133,"Bakalaura darba mērķis ir izpētīt un izanalizēt iedzīvotāju ienākuma nodokļa principus, veikt iedzīvotāju ienākuma nodokļa piemērošanas analīzi algas nodokļa maksātājiem un saimnieciskās darbības veicējiem, izpētīt un izvērtēt iedzīvotāju ienākuma nodokļa plānošanas un prognozēšanas iespējas, izdarīt secinājumus un izstrādāt priekšlikumus nodokļa piemērošanā un plānošanā, un prognozēšanā.",0
134,"Latvijā ir noteikti 15 dažāda veida nodokļi, kurus uzliek saskaņā ar kokrētā nodokļa likumu, un kuri veido Latvijas nodokļu un nodevu sistēmu.",0
135,Iedzīvotāju ienākuma nodoklis un uzņēmumu ienākuma nodoklis veido vienotu ienākuma nodokļu sistēmu.,0
136,Iedzīvotāju ienākuma nodoklis ir nodoklis ar ko apliek fiziskas personas gūtos ienākumus.,0
137,"Darba mērķa sasniegšanai izvirzīti sekojoši uzdevumi: 1.Izpētīt un izanalizēt LR likumu ""Par iedzīvotāju ienākuma nodokli"", Ministru kabineta noteikumu, Valsts ieņēmumu dienesta informatīvā un metodiskā materiāla  teorētiskos un prakstiskos aspektus, iedzīvotāju ienākuma nodokļa principus.",0
138,2.Izpētīt un izanalizēt nodokļa piemērošanas principus.,0
139,3.Izpētīt un izanalizēt iedzīvotāju ienākuma nodokļa plānošanas un prognozēšanas iespējas.,0
140,4.Izdarīt secinājumus un izstrādāt priekšlikumus fiziskai un juridiskai personai no gūtā ienākuma aprēķinātā nodokļa noteikšanai un nodokļa maksāšanas formas un veida izvēlē.,0
141,Bakalaura darbs sastāv no trijām nodaļā.,0
142,"Pirmā nodaļa ir veltīta teorētiskajam aprakstam, tiek apskatīta iedzīvotāju ienākuma nodokļa būtība, nodokļa maksātāji, ar nodokli apliekamā ienākuma noteikšana.",0
143,"Otrajā nodaļā tiek izpētīti un izanalizēti teorētiski - prakstiskie aspekti iedzīvotāju ienākuma nodokļa jautājumos, aplūkoti un izanalizēti ar iedzīvotāju ienākuma nodokļa piemērošanas principi.",0
144,"Trešajā nodaļā tiek izpētīti un izanalizēti iedzīvotāju ienākuma nodokļa plānošanas un prognozēšanas iespējas, piedāvāti etapi, kas nodokļa maksātājam būtu jāievēro, optimizējot savus nodokļa maksājums.",0
145,Bakalaura darba nosaukums ir „Sauszemes transportlīdzekļu brīvprātīgā apdrošināšana (KASKO) Latvijā un tās analīze”.,0
146,"Darba mērķis ir uz sauszemes transportlīdzekļu brīvprātīgās apdrošināšanas (KASKO)  Latvijā izpētes pamata izstrādāt priekšlikumus AAS “Baltijas Apdrošināšanas Nams”, turpmāk BAN, darbības veicināšanai.",0
147,Bakalaura darbs sastāv no trīs nodaļām un vienpadsmit apakšnodaļām.,0
148,Bakalaura darbam ir 67 lapaspuses.,0
149,"Pirmā nodaļa sastāv no teorētiskām zināšanām par apdrošināšanas tirgus būtību, definīciju apskatu, KASKO apdrošināšanas produkta, turpmāk KASKO, būtību.",0
150,"Darba autors konstatēja, ka par KASKO būtību un definīciju teorētiskajā literatūrā nav pieejams plašs informācijas klāsts.",0
151,"Otrā nodaļa sastāv no darbā veiktās analīzes par transportlīdzekļu tirgus datiem, Latvijas nedzīvības apdrošināšanas darbības rādītājiem, veikts KASKO salīdzinājums starp Latvijas apdrošināšanas kompānijām.",0
152,Kā arī tika apskatīta Latvijas nedzīvības apdrošināšanas mārketinga komunikācija.,0
153,Trešajā nodaļā tika pētīti BAN darbības rezultāti un patērētājiem piedāvātie produkti.,0
154,"Šajā nodaļā izskatīts KASKO aprēķināšanas piemērs, kas parāda vienas transportlīdzekļa markas un modeļa apdrošināšanas polišu prēmiju atšķirību dažādās apdrošināšanas kompānijās.",0
155,Salīdzināti rezultāti ar interneta vietnē iespējamo KASKO aprēķinu.,0
156,"Priekšlikumos tika aprakstīti darba autora pamanītie iespējamie ikdienas darbu uzlabojošie paņēmieni BAN, kas varētu veicināt sabiedrības darbības rezultātus.",0
157,ATSLĒGVĀRDI: KASKO; apdrošināšanas prēmijas; tarifs; analīze; apdrošināšanas tirgus; riski.,0
158,Diplomdarba mērķis bija veikt SIA “Limbažu siltums” saimnieciskās darbības finanšu analīzi un un izstrādāt priekšlikumus finanšu radītāju uzlabošanai.,0
159,Darba mērķa sasniegšanai risināti šādi uzdevumi: • izpētīt finanšu analīzes teorētiskos aspektus; • uzņēmumu SIA “Limbažu siltums” un SIA “Saldus siltums” finanšu pārskatu rādītāju analīzi; • izvērtēt un izstrādāt priekšlikumus SIA “Limbažu siltums” finanšu rādītāju uzlabošanai.,0
160,"Galvenais secinājums - uzņēmumam SIA “Limbažu siltums” ir lielas problēmas tieši ar debitoru parādiem, jo uzņēmumā nav izstrādātas kredītpolitikas.",0
161,"Galvenie priekšlikumi - galvenokārt uzņēmumam jāstrādā ar debitoru parādiem,kas uzlabotu siltuāciju ar likviditātes un maksātnespējas risku, uzlabotu rentabilitātes rādītājus.",0
