11,Maksātnespējas prognozēšana Latvijas uzņēmumos,"diplomdarba tēma: maksātnespējas prognozēšana latvijas uzņēmumos.  diplomdarba mērķis ir novērtēt pētāmo uzņēmumu maksātspēju, izmantojot maksātnespējas pazīmes un bankrota prognozēšanas modeļus, izstrādāt secinājumus un priekšlikumus maksātnespējas draudu noteikšanai. darbā tiek analizēti finanšu rādītāji no bilances, peļņas vai zaudējuma aprēķina un šo rādītāju izmaiņas.  darbs sastāv no ievada, sešām nodaļām, secinājumiem un priekšlikumiem. darba apjoms ir 79 lapaspuses bez pielikumiem.  darba nobeigumā ir apkopoti maksātnespējas pazīmju analīzes rezultāti un izdarīti priekšlikumi latvijas uzņēmumu maksātnespējas noteikšanai.    ","maksātnespējaspazīmes,bankrotaprognozēšana,finanšurādītāji,finanšukoeficienti,maksātnespējalatvijā.",0
12,Tālpārdošana kā specifisks pievienotās vērtības nodokļa institūts preču piegādes darījumos,"Diplomdarba tēma “Tālpārdošanas kā specifisks Pievienotās vērtības nodokļa institūts preču piegādes darījumos” ir attiecināma uz PVN piemērošanas regulējumu tālpārdošanas darījumos, kas Latvijā stājās spēkā no 2013. gada 1.janvāra. Iepriekšminētais regulējums ir attiecināms uz preču pārdošanas veidiem, izmantojot attālinātus resursus (internets, katalogi, u.c.).  Diplomdarba mērķis ir, pamatojoties uz PVN piemērošanas regulējuma analīzi un salīdzinot tālpārdošanas darījumus ar preču piegādēm, identificēt nozīmīgākās problēmas un izstrādāt priekšlikumus tālpārdošanas PVN piemērošanas sistēmas pilnveidošanai.  Izmantotas pētījuma metodes: novērošana, analizēšana, grafiskas un salīdzināšanas metodes.",,0
13,Uzņēmumu ienākuma nodoklis Latvijā un tā noteikšanas reformas ietekme uz uzņēmējdarbību,"Diplomdarba “Uzņēmumu ienākuma nodoklis Latvijā un tā noteikšanas reformas ietekme uz uzņēmējdarbību” mērķis ir izpētīt aktuālo uzņēmumu ienākuma nodokli, analizēt un novērtēt to ietekmi uz uzņēmējdarbību, kā arī izstrādāt ieteikumus to piemērošanā un pilnveidošanā. Galvenie diplomdarba uzdevumi ir izpētīt uzņēmumu ienākuma nodokļa izmaiņas Latvijā no 2018.gada 1.janvāra, novērtēt atšķirības starp uzņēmumu ienākuma nodokli pirms izmaiņām un pēc tām, kā arī analizēt uzņēmumu ienākuma nodokļa izmaiņu ietekmi uz uzņēmējdarbību. Darba izstrādes rezultātā autore konstatēja virkni uzņēmumu ienākuma nodokļa pozīciju aprēķināšanas nianšu, kā arī šo nianšu ietekmi uz uzņēmējdarbību un izstrādāja priekšlikumus to novēršanai.",,0
14,"SIA ""A"" finansiālā stāvokļa novērtējums un attīstības perspektīvas","Katra uzņēmuma pamatmērķis ir peļņa. Lai šo peļņu nodrošinātu, katram uzņēmuma vadītājam ir jāzin sava uzņēmuma stiprās un vājās puses ne tikai pašā uzņēmējdarbībā, bet arī pašos finanšu rādītājos, lai spētu pieņemt pēc iespējas pareizākus lēmumus veiksmīgai uzņēmuma darbībai.  Diplomdarba mērķis ir balstoties uz finanšu analīzes teorētisko aspektu izpēti, analizēt un novērtēt SIA ”A” finansiālo stāvokli un izstrādāt priekšlikumus minētā uzņēmuma turpmākai veiksmīgas darbības attīstībai. Tāpēc ir izstrādāti vairāki priekšlikumi uzņēmuma turpmākai attīstībai. Rezultātu raksturojums - SIA “A” ir finansiāli stabils uzņēmums, taču tā vadībai būtu ieteicams pievērst lielāku vērību uzņēmuma turpmākai attīstībai.",,0
15,Fundamentālās un tehniskās analīzes pielietošana valūtu kursa prognozēšanā,"Bakalaura darbs ir veltīts tehniskajai un fundamentālajai analīzei un tās pielietošanai valūtu tirgū.  Pētījuma mērķis ir izanalizēt divus valūtu pārus EUR/USD un USD/JPY pielietojot tehnisko un fundamentālo analīzi un izteikt savas nākotnes valūtas kursu prognozes. Darba autors mērķa sasniegšanai izvirzīja šādus uzdevumus: •Izanalizēt valūtas tirgus darbības pamatprincipus un teorētisko pamatojumu; •Izvēlēties tirgus analīzes metodes pamatojoties uz fundamentālās un tehniskās analīzes pamatprincipiem; •Analizēt valūtu pārus GBP/USD un JPY/USD izmantojot izvēlētās analīzes metodes; •Sniegt padomus topošajiem investoriem, pamatojoties uz savu pieredzi; •Pamatojoties uz analīzi, izdarīt secinājumus un sniegt priekšlikumus par valūtas tirgu un tā analīzes metodēm. Valūtu kursa USD/EUR un JPY/USD analīzei bija izmantoti dati no tirdzniecības platformas Admiral Markets. Pētījumā bija izmantoti: bāru grafiki, trenda kanāli, MACD, CCI un RSI oscilatori, kā arī vidējo slīdošo indikatori. Darba apjoms ir 63 lpp., tas sastāv no 2 nodaļām. Darbā ir izmantoti 49 attēli.",,0
16,SIA Optic Guru iekšējās kontroles elementu novērtējums pēc Valsts kases izstrādātajām iekšējās kontroles vadlīnijām,"Darbā analizēts iekšējās kontroles elementu novērtējums mazā uzņēmumā, izvērtējot iekšējās kontroles elementu būtību valstī noteiktajā kārtībā. Diplomdarba mērķis ir, izpētot pieejamo zinātnisko un speciālo literatūru, noteikt SIA „Optic Guru” pozīciju kā uzņēmumam, tā spēju darboties un attīstīties, izvērtēt iekšējās kontroles pamatelementu ievērošanu šajā uzņēmumā un izvirzīt priekšlikumus iekšējās kontroles sistēmas pilnveidošanai. Darba uzdevumos bez speciālās literatūras izpētes par iekšējo kontroli uzņēmumos - ir veikta uzņēmuma risku izpēte dažādos procesos un novērtēta uzņēmuma kontroles sistēma. Darbā noteikti būtiskākie procesi uzņēmumā, kuriem nepieciešama iekšējās kontroles uzlabošana, un izstrādāti priekšlikumis uzņēmuma iekšējās kontroles pilnveidošanai. Novērtējumā secināts, ka uzņēmums strādā, riskējot ar saviem ieguldījumiem, neizvērtējot riskus, kā arī ieguvumus no uzņēmuma darbību strukturizēšanas un iekšējās kontroles pilnveidošanas.",,0
17,Korporatīvo obligāciju emisijas procesa analīze un tā pilnveidošana Latvijā,"Katras valsts tautsaimniecība var attīstīties tad, ja palielinās tā valsts kapitālsabiedrību vai privāto uzņēmumu ražošanas un pakalpojumu sniegšanas spēja. Līdz ar to, viens no valsts ekonomikas izaugsmes izšķirošajiem faktoriem ir attīstītais kapitāla tirgus, kur uzņēmumi var ātri un ērti piesaistīt nepieciešamo parāda kapitālu savai attīstībai.  Tomēr, Latvijā obligāciju tirgus attīstība būtiski tiek aizkavētā, neskatoties uz tirgus attīstības potenciālu. Laika periodā no 2014. līdz 2018. gadam Latvijas korporatīvo obligāciju tirgus kapitalizācija pret valsts IKP saglabājās zemā līmenī. Turklāt, tirgū joprojām ir liels trūkums pēc jauniem obligāciju emitentiem, it sevišķi pēc uzņēmumiem no reālās ekonomikas sektora. Bakalaura darba mērķis ir pamatojoties uz normatīvo aktu un statistisko datu izpēti, veikt korporatīvo obligāciju emisijas procesa analīzi, izdarīt secinājumus un izstrādāt priekšlikumus Latvijas parāda vērtspapīru emisijas procesa pilnveidošanai un tirgus darbības veicināšanai.",,0
18,"Darba samaksa un darba samaksas sistēmas izpēte uzņēmumā SIA ""ABC""","diplomdarba “darba samaksa un darba samaksas sistēmas izpēte uzņēmumā sia “abc”” mērķis, pamatojoties uz darba samaksas teorētiskajām atziņām, identificēt normatīvajos aktos un pētāmajā uzņēmumā sia “abc” nepilnības un minēt priekšlikumus to novēršanai. diplomdarbā ir izpētīti latvijas normatīvie dokumenti, ekonomiskā literatūra, statistiskie dati un uzņēmuma sia “abc” nepublicētie materiāli, kā arī veikti praktiski aprēķini. diplomdarbā izstrādāšanas gaitā autore konstatē, ka darba samaksas sistēma ir cieši saistīta ar likumdošanu un cilvēku izpratni par atalgojumu. diplomdarba autore konstatēja virkni nepilnību normatīvajos aktos un uzņēmumā sia “abc”, un izstrādāja priekšlikumus to novēršanai. ","–darbasamaksa,nodokļi,darbalīgums,stundutarifs,laikasamaksa,akordasamaksa.",0
19,Finanšu pieejamība lauksaimniecības nozarē Latvijā,"bakalaura darba tēma ir “finanšu pieejamība lauksaimniecības nozarē latvijā”, bakalaura darba mērķis ir izpētīt finanšu resursu piesaistes iespējas uzņēmējiem, kas darbojas lauksaimniecības nozarē latvijā, identificēt finansējuma piesaistes un publiskā finansējuma apguves problēmas, sniegt priekšlikumus situācijas uzlabošanai. bakalaura darba ietvaros, tiek veikts teorētiskās informācijas apkopojums par latvijas lauksaimniecības sektoru, pieejamo valsts atbalstu lauksaimniecībā, finansēšanas būtību. tam seko  statistisko datu izpēte par lauksaimniecības sektora makroekonomiskajiem un investīciju rādītājiem, pastiprinātu uzmanību pieveršot eiropas savienības kopējās lauksaimniecības politikas 2014-2020 paredzētā finansiālā atbalsta programmām un to apguvei. ","lauksaimniecība,finansējums,atbalstaprogrammas,attīstība",0
20,Iedzīvotāju ienākuma nodoklis,"Bakalaura darba mērķis ir izpētīt un izanalizēt iedzīvotāju ienākuma nodokļa principus, veikt iedzīvotāju ienākuma nodokļa piemērošanas analīzi algas nodokļa maksātājiem un saimnieciskās darbības veicējiem, izpētīt un izvērtēt iedzīvotāju ienākuma nodokļa plānošanas un prognozēšanas iespējas, izdarīt secinājumus un izstrādāt priekšlikumus nodokļa piemērošanā un plānošanā, un prognozēšanā. Latvijā ir noteikti 15 dažāda veida nodokļi, kurus uzliek saskaņā ar kokrētā nodokļa likumu, un kuri veido Latvijas nodokļu un nodevu sistēmu. Iedzīvotāju ienākuma nodoklis un uzņēmumu ienākuma nodoklis veido vienotu ienākuma nodokļu sistēmu.  Iedzīvotāju ienākuma nodoklis ir nodoklis ar ko apliek fiziskas personas gūtos ienākumus. Darba mērķa sasniegšanai izvirzīti sekojoši uzdevumi: 1.Izpētīt un izanalizēt LR likumu ""Par iedzīvotāju ienākuma nodokli"", Ministru kabineta noteikumu, Valsts ieņēmumu dienesta informatīvā un metodiskā materiāla  teorētiskos un prakstiskos aspektus, iedzīvotāju ienākuma nodokļa principus. 2.Izpētīt un izanalizēt nodokļa piemērošanas principus. 3.Izpētīt un izanalizēt iedzīvotāju ienākuma nodokļa plānošanas un prognozēšanas iespējas. 4.Izdarīt secinājumus un izstrādāt priekšlikumus fiziskai un juridiskai personai no gūtā ienākuma aprēķinātā nodokļa noteikšanai un nodokļa maksāšanas formas un veida izvēlē.  Bakalaura darbs sastāv no trijām nodaļā. Pirmā nodaļa ir veltīta teorētiskajam aprakstam, tiek apskatīta iedzīvotāju ienākuma nodokļa būtība, nodokļa maksātāji, ar nodokli apliekamā ienākuma noteikšana. Otrajā nodaļā tiek izpētīti un izanalizēti teorētiski - prakstiskie aspekti iedzīvotāju ienākuma nodokļa jautājumos, aplūkoti un izanalizēti ar iedzīvotāju ienākuma nodokļa piemērošanas principi. Trešajā nodaļā tiek izpētīti un izanalizēti iedzīvotāju ienākuma nodokļa plānošanas un prognozēšanas iespējas, piedāvāti etapi, kas nodokļa maksātājam būtu jāievēro, optimizējot savus nodokļa maksājums.",,0
21,Sauszemes transportlīdzekļu brīvprātīgā apdrošināšana Latvijā (KASKO) Latvijā un tās analīze,"Bakalaura darba nosaukums ir „Sauszemes transportlīdzekļu brīvprātīgā apdrošināšana (KASKO) Latvijā un tās analīze”. Darba mērķis ir uz sauszemes transportlīdzekļu brīvprātīgās apdrošināšanas (KASKO)  Latvijā izpētes pamata izstrādāt priekšlikumus AAS “Baltijas Apdrošināšanas Nams”, turpmāk BAN, darbības veicināšanai. Bakalaura darbs sastāv no trīs nodaļām un vienpadsmit apakšnodaļām. Bakalaura darbam ir 67 lapaspuses. Pirmā nodaļa sastāv no teorētiskām zināšanām par apdrošināšanas tirgus būtību, definīciju apskatu, KASKO apdrošināšanas produkta, turpmāk KASKO, būtību. Darba autors konstatēja, ka par KASKO būtību un definīciju teorētiskajā literatūrā nav pieejams plašs informācijas klāsts. Otrā nodaļa sastāv no darbā veiktās analīzes par transportlīdzekļu tirgus datiem, Latvijas nedzīvības apdrošināšanas darbības rādītājiem, veikts KASKO salīdzinājums starp Latvijas apdrošināšanas kompānijām. Kā arī tika apskatīta Latvijas nedzīvības apdrošināšanas mārketinga komunikācija. Trešajā nodaļā tika pētīti BAN darbības rezultāti un patērētājiem piedāvātie produkti. Šajā nodaļā izskatīts KASKO aprēķināšanas piemērs, kas parāda vienas transportlīdzekļa markas un modeļa apdrošināšanas polišu prēmiju atšķirību dažādās apdrošināšanas kompānijās. Salīdzināti rezultāti ar interneta vietnē iespējamo KASKO aprēķinu. Priekšlikumos tika aprakstīti darba autora pamanītie iespējamie ikdienas darbu uzlabojošie paņēmieni BAN, kas varētu veicināt sabiedrības darbības rezultātus. ATSLĒGVĀRDI: KASKO; apdrošināšanas prēmijas; tarifs; analīze; apdrošināšanas tirgus; riski.",,0
22,SIA “ Limbažu siltums” finanšu analīze,"Diplomdarba mērķis bija veikt SIA “Limbažu siltums” saimnieciskās darbības finanšu analīzi un un izstrādāt priekšlikumus finanšu radītāju uzlabošanai. Darba mērķa sasniegšanai risināti šādi uzdevumi: • izpētīt finanšu analīzes teorētiskos aspektus; • uzņēmumu SIA “Limbažu siltums” un SIA “Saldus siltums” finanšu pārskatu rādītāju analīzi; • izvērtēt un izstrādāt priekšlikumus SIA “Limbažu siltums” finanšu rādītāju uzlabošanai. Galvenais secinājums - uzņēmumam SIA “Limbažu siltums” ir lielas problēmas tieši ar debitoru parādiem, jo uzņēmumā nav izstrādātas kredītpolitikas. Galvenie priekšlikumi - galvenokārt uzņēmumam jāstrādā ar debitoru parādiem,kas uzlabotu siltuāciju ar likviditātes un maksātnespējas risku, uzlabotu rentabilitātes rādītājus. Darbs sastāv no 76 lappusēm, 2 attēliem, 30 tabulām, 7 pielikumiem un 27 izmantotiem literatūras avotiem.",,0
