sentence,is_generated
"To determine Heterobasidion spp. and natural P. gigantea development in small diameter, different height pine stumps, in three plots 300 pine stumps were analysed, half of them 15 cm high and half – 50 cm high.",0
120 stumps in two sample plots were treated with Heterobasidion spp.,0
spore suspension and 180 stumps were left untreated for natural Heterobasidion spp.,0
and P. gigantea infections.,0
To analyse mycelial growth all stumps were cut into 2 to 4 cm thick discs (down till root collar).,0
We determined that in this study P.gigantea natural infection was significantly more prevalent than Heterobasidion spp.,0
natural infection – in only 3% of both treated and untreated stumps after 22 month long incubation period viable Heterobasidion spp.,0
"mycelium could be found, but P. gigantea had spread trough 39% stumps.",0
Therefore natural P. gigantea is a significant factor to control Heterobasidion spp.,0
infection in small diameter pine stumps.,0
"Stump height did not significantly influence the development of natural P. gigantea in small diameter pine stumps, but the incubation period did.",0
"Compared to results obtained after 22 months, after 28 months the average area colonised by P. gigantea was significantly lower.",0
"From all stumps infected by P. gigantea (n=115) in 62,5 % of analysed 50 cm high stumps and in 76,0% of 15 cm high stumps mycelium had spread untill the root collar of the stump.",0
In further reasearch stumps containing viable P. gigantea mycelium could be excavated and their root system analysed to determine the importance of natural P. gigantea in limiting Heterobasidion spp. secondary spread.,0
Physiology-based mathematical modelling of metformin for mice and human.,0
"Author Dārta Maija Zaķe, supervisor, the director of University of Latvia Institute of Microbiology and Biotechnology, Dr.sc.ing. Egils Stalidzāns.",0
"Master’s thesis, 68 pages, 83 sources of information, 1 annex, 12 figures and 10 tables.",0
The purpose of the thesis was to find out the concentration dynamics in major compartments of metformin action in the human body.,0
To achieve this goal a physiology- based pharmacokinetic model of metformin was developed using experimental data from mice.,0
"Using parameter estimation techniques and the mouse model, plasma-tissue partition coefficients (Ktp) of the major compartments of metformin action were established.",0
A physiology based pharmacokinetic model of metformin in humans was developed by using 10 tissue-specific Ktp values concentration dynamics in the major compartments of metformin action were determined.,0
"The aim of this study was to evaluate the potential role of HHV-6 (human herpesvirus 6), RANTES chemokine and IL-6, INF-γ, TNF-α proinflammatory cytokines involvement in AIT development.",0
This study included 63 AIT patients and 27 blood donors as control.,0
"HHV-6 genome sequence was detected in 58 (92%) AIT patients’ thyroid gland tissue, 10 (16%) blood samples and 3 (11%) in control groups’ blood samples.",0
Active infection was detected in 25/58 (43%) AIT patients’ thyroid gland tissue.,0
Immunfermentative method based on Luminex technology was used for RANTES chemokine and proinflammatory cytokines detection.,0
Cytokines level in AIT patients’ blood samples was higher compared to blood donors.,0
"AIT patients’ RANTES level was lower (median 418,2 [IQR 113,1 – 803,1] pg/ml) compared to control group (median 1346 [IQR 645 – 2503] pg/ml).",0
This study contains 7 chapter with subdivisions.,0
"The totals amount of 42 references, 12 figures were used in this thesis which has 47 pages.",0
This work was done in Rigas Stradins University Institute of Microbiology and Virology.,0
The determination of the viability of seed with non-differentiated embryos (dust seeds) is complicated due to the small size of seeds and the dependency of seed germination on symbiotic microorganisms.,0
The aim of this work was develop optimal viability testing method using tetrazolium chloride for seeds of different species with non-differentiated seed embryos.,0
"According to the purpose of the work, the tasks we-re: to determine the viability of the seeds of certain species of the Orchidaceae family and Pyroloideae subfamily  using tetrazolium chloride test, to examine the effect of pre-incubation in sucrose solution on the activation of the metabolism of the seeds pri-or to the tetrazolium test, and to determine the proportion of germinating seeds in in vitro conditions.",0
The tetrazolium chloride seed viability test is based on the colouring of viable seed cells as a result of the activity of dehydrogenase enzyme.,0
"Before colou-ring the seeds with tetrazolium chloride, they were disinfected in sodium hypochlorite (NaClO) solution, which is at the same time chemical scarification of the seeds, with or without prior incubation in sucrose solution.",0
"In order to check the effects of chemi-cal scarification on the test results, the duration of disinfection was modified.",0
"A spe-cialised N1 medium and Murashige & Skoog medium, supplemented with yeast extract, was used to test seed germination in vitro.",0
Scarified seeds were incubated on the nutrient medium in aseptic conditions.,0
The seeds were germinated at +22 °C with or without prior incubation at +5 °C.,0
The seed activity was determined once a week for 16 weeks by counting the protocorms and separately counting protocorms with developed rhizoids.,0
The percentage of viable seeds determined by the tetrazolium test in different scarification treatments was compared with the protocorm count on the medium.,0
The effects of yeast extract concentration on the protocorm development was tested .,0
"The aim of the study was to determine tolerance and ion accumulation of Rumex hydrolapathum plants in the presence of NaCl and heavy metal (cadmium, chromium, nickel and lead) salts.",0
"The plants were cultivated in an automated greenhouse where they were treated with different concentration of the respective substances, and leaf chlorophyll concentration and chlorophyll a fluorescence was measured.",0
After harvesting ion analysis was performed in dried plant parts.,0
R. hydrolapathum avoided ion accumulation in young leaves in all treatments.,0
"However, the maximum ion accumulation occurred in old leaves for Na, Cd and Ni, but for Cr and Pb in roots.",0
From the changes in leaf chlorophyll concentration and chlorophyll a fluorescence the growth of plants could not be predicted.,0
"R. hydrolapathum could be potentially used for soil remediation polluted with NaCl, cadmium and lead.",0
Sleep deficit and disruption can lead to multiple negative outcomes on human health.,0
"While self-reported sleep quality assessment is subjective, it can be assessed by sleep stages and hormone concentration changes.",0
Sleep stages have qualities reflected on continuous heart rate measurements.,0
Cortisol is one of the hormones which diurnal cycle is influenced by sleep processes.,0
The aim of this work was to find out heart rate and cortisol dynamics’ connection with sleep quality.,0
The study had 10 voluntary participants within ages 20-23.,0
They filled Pittsburgh Sleep Quality Index and chronotype questionnaires.,0
"Each participant measured their heart rate for three nights, with addition of collecting urine samples for determination of cortisol concentration for each night.",0
"Results show a connection between high and low heart rate variability interval length ratio and sleep quality, that could be explained by slow wave sleep stage effect on sleep quality.",0
Morning cortisol levels and higher evening cortisol levels tend to be in association with lower sleep quality values.,0
The aim of the study was to define possible structural and transcription changes of pericentromeric heterochromatin (PHC) at early stage of the differentiation in MCF-7 breast cancer cells activated with heregulin (HRG).,0
In activation model the changes of transcription dynamics of early stress response genes and pericentromeric satelite DNA were determined in MCF-7 cells after HRG treatment by using qPCR.,0
PHC topology and organization were defined with immunofluorescence and confocal microscopy and image analysis methods.,0
It was discovered that PHC clustering is proportional to count of centromeres and their layout is defined by power-law.,0
HRG causes rapid de-clustering of PHC.,0
"From collected data a hypothesis was posed that PHH de-clustering in cells committed to differentiation cancels its negative position effect, allowing the whole genome transcription activization.",0
Five enzyme complexes that are located within the inner membrane of the mitochondria compose oxidative phosphorylation (OXPHOS) system.,0
The OXPHOS system produces up to 90% adenosine triphosphate in cells.,0
OXPHOS system disorders caused by mitochondrial DNA (mtDNA) mutations can lead to severe mitochondrial disorders.,0
There is no single specific method for mitochondrial disease diagnostics.,0
The effects of pathogenic mtDNA mutations can be studied using cytoplasmic hybrid cell models.,0
The aim of this work was to evaluate the functionality of OXPHOS system in the cytoplasmic hybrid cell line control group and in a patient cell line with a possible pathogenic mtDNA mutation.,0
"A group of control cell lines was established and the OXPHOS enzyme activities were determined, the protocol of cell viability measurements was optimized and the control group cell viability was determined, a cell line harbouring the m.14894T>C mutation was characterized and analyzed, and the frequency of mutation m.14894T>C in the healthy Latvian population was determined.",0
Right-left asymmetry is a common feature of the nervous system in vertebrates and invertebrates.,0
"Cerebral lateralisation are essential for animal cognition, its disruption can cause neurological disorders such as speech impairment in humans.",0
"Several genetic and environmental factors play an important role to its origin, however, the underlying mechanisms of asymmetrical organisation is unknown.",0
This study shows the developmental and circuit organisation of asymmetrical body (AB) in the nervous system of Drosophila melanogaster.,0
Single cell clones and activity dependent synaptic connections generated in this study demonstrate anatomy of various AB neuronal types and constitutes their precise wiring circuit.,0
During early pupa development occurs break in symmetry and then the AB establishes anatomical asymmetry which persist throughout adulthood.,0
Anthropogenic pollution accelerates eutrophication process and is one of the main reasons for reduced ecological quality.,0
This research was performed in order to evaluate how anthropogenic eutrophication has affected the lake’s cladoceran composition and owerall ecological quality by using subfossil cladocera and data from literature.,0
"Results show loss of oligotrophy indicating species, decrease of overall diversity, increase of eutrophication indicationg species during and after the pipe between lake Sekšu and Mazais Baltezers was  operational.",0
"However, the situation has improved over the last 10 years and lake Sekšu has a good restoration potential.",0
NET tumors are the most common oncologic disease out of all cancer types.,0
"Brest cancer, which is one of NET types, is the most common oncological disease amongst women with hundreds of thousands of new cases every year.",0
Since the end of last century radiopharmaceuticals are used for diagnostic of tumours and their metastases in clinical practise.,0
In the last few years a new approach have arised in ocology – theranostics – diagnostic and therapy with tumor specific peptide that is labelled with radionuclide.,0
HA-DOTA-TATE (somatostatin analoge) labelled radionuclides opens door for affordable theranostics for patients.,0
But there are lack of studies about how good or bad HA-DOTA-TATE affinty to SSTR is.,0
That is why this study was performed.,0
"Using three cancer cell lines (MDA-MB-231, SkBr3 and MCF-7) and dermal fibroblast cell line HDFa as control 68Ga and 177Lu labelled HA-DOTA-TATE affinity was measured in those cell lines.",0
Results show that radiolabelled HA-DOTA-TATE have potential to be used in both therapy and diagnostic of NET tumors.,0
Kreslina V. The effect of dendrological parameters and fertilization on vegetation and its provision of ecosystem services in short rotation coppice.,0
"The aim of the study was to determine the effects of fertilizer (sewage sludge and wood ash) on birch and grey alder height and diameter, vegetation and ecosystem services in birch and grey alder stand provided by short rotation coppice.",0
The plantation is located in Skrīveri district in “Pardenči”.,0
Trees were planted in 2011.,0
Four blocks were created.,0
Each of them consisted of control plots and plots fertilized with sewage sludge and wood ash.,0
Vegetation was described in plots.,0
Data about plant species found in birch and grey alder stands were summarized for each sampling time.,0
The survey was conducted from the third to seventh year after planting.,0
The height and diameter of trees was measured to estimate the effect of fertilizer type on tree growth.,0
In the fourth year after planting there were no significant difference between the number and cover of herbaceous plant species and the type of fertilizer (analysis of variance p values 0.08 and 0.09).,0
"In the seventh year after planting, fertilizer (sewage sludge) influenced birch and grey alder height and diameter.",0
Species diversity in the plantation decreased from the third to the seventh year after planting.,0
Birch stands had higher number of herbaceous plant species.,0
"In both of the studied tree species plots, two natural grassland indicator species were found: Dianthus deltoides L. and Dactylorhiza maculata.",0
There were found also two invasive plant species: Lupinus polyphyllus Lindl. and Solidago canadensis L. The highest number and cover of leguminous plant species were found in the birch stand.,0
"Using data from literature the amount of sequestered nitrogen from the atmosphere by Trifolium pratense L. was estimated to be 79,968 kg N2/ha in the third to seventh year after planting, respectively.",0
"Also, the number of nectar plant species was higher in the birch stand, reaching the highest level in the fourth year after planting (13 species).",0
In the seventh year after planting there were eight nectar plant species.,0
There is a little reseaches about wild mammals parasite diversity in Latvia.,0
The aim of present study is to determine the prevalence and endoparasites diversity of red foxes (Vulpes vulpes) and raccoon dogs (Nyctereutes procyonoides) in Latvia in the time period from 2012/2013 to 2015/2016.,0
"In the study, it was found that the most common endoparasites in red foxes were Alaria alata (94.2%) and raccoon dogs Uncinaria stenocephala (93.7%).",0
"Analyzing the closeness of the association between parasite species, it was detected that there is a moderate association between the parasite species of red fox lung nematodes Crenosoma vulpis and Eucoleus aerophilus, which tends to be positive.",0
"It was also found that the parasitofauna of red foxes has higher diversity (H=1,67) comparing to that in raccoon dogs (H = 0,47).",0
The age of the red fox was an affecting factor for the presence of endoparasitic species such as Molineus patens and Istmiophora melis.,0
"It was determined that the diversity of red fox endoparasites is not affected by the animal population density, but in raccoon dogs a strongly negative correlation was found between the animal population density and the calculated endoparasite species diversity index.",0
It was previously considered that the flounder has two reproductive strategies – with pelagic and demersal eggs.,0
"In 2018. on the basis of genetic research, it was found that they actually are different species.",0
"Previously described European flounder (Platichthys flesus) spawns pelagic eggs, which require water salinity above 11 ‰ to succesfully reproduce.",0
"Demersal spawning flounder was named Platichthys solemdali, whose egg development requires a lower level of salinity (about 7 ‰).",0
"As Latvia is one of the leading countries in flounder fishery, and potentially both species may inhabit its waters, it would be necessary to find out which of the flounder species (or both) are present in Latvian waters.",0
"It would also be important to carry out flounder stock assesments, as different species may have different stock development trends depending on the environment.",0
"For this study five places were chosen, where P. solemdali and P. flesus would theoretically have different stock proportions – the open sea (Ventspils and two near Liepāja), Irbe Strait (Kolka) and the Gulf of Riga (Saulkrasti).",0
Morphological parameters were measured for the samples collected and compared to perviously available data.,0
Results of this study conclude that it is not possible to distinguish the two species using only morphological features.,0
Future studies could be continued by comparing morphometric results to flounder age and genetically confirmed species.,0
"In Latvia river lamprey makes up to 50% of annual inland fish catch, yet the status of a protected species with limited use has been granted for the species.",0
Events to increase the population of river lamprey have been taking place already from the middle of 20th century – the translocation of spawners over migration obstacles and stocking of artificially bred larvae.,0
"The events are taking place in rivers that already have an existing population of them with the purpose to increase the population, or they are stocked in a river section selected by superficial ecological evaluation.",0
"In order to make these events more efficient, it would be necessary to select the lamprey stocking sites by more various criteria.",0
Macrozoobenthos often is used as a biological indicator of waterbody quality assessment.,0
The aim of this study is to identify macrozoobenthic organisms that could be used to determine the optimal river site where to place population multiplying events.,0
The benthic macrofauna samples were taken in 13 streams and 20 sampling sites.,0
The samples were sorted and identified to the most precise taxonomic rank possible.,0
"The indicator values of macrozoobenthic taxa were calculated in relation to lamprey larvae presence, then significance and importance of said values were analysed in different scales.",0
"By comparing obtained indicator values with the taxa correspondence to the ecology of lamprey larvae, it has been determined which macrozoobenthic taxa presence or absence is the most significant.",0
77 statistically significant indicator values were obtained.,0
"Of them five – Corixidae, Crambidae, Caenis horaria, Platambus maculatus, Radix balthica – were recognized as important indicators, which are to be considered when selecting stream sites in future for releasing river lamprey larvae.",0
"Aim of this work was to explore possible relation between multidrug resistant TB (MDR-TB) infection and ageing of immune system, and to determine the role of mtDNA mutations in disease and TB pharmacotherapy.",0
The study analysed changes in leukocyte biomarkers - mtDNA copy number and telomere length - and the possible effects of patients' habits and other influencing factors.,0
The results showed that MDR-TB patients had an increased mtDNA copy number and a reduced telomere length compared to controls.,0
Significant changes were observed only among men.,0
"Biomarkers were also affected by smoking, duration of TB treatment and the number of doses received.",0
Several mtDNA variations were identified that could be associated with TB and treatment-related adverse effects.,0
The results indicate a more rapid immunosenescence among MDR-TB patients that may affect the function of immune system.,0
Production of probiotic biomass using lactose-containing industrial substrates.,0
The aim of the study was to investigate the possibility to produce biomass of two probiotic Lactobacillus strains using whey as a substrate and to test the survival of this biomass in curd and cottage cheese to evaluate the possibility of developing a new type of probiotic product.,0
The effect of lactose concentration on the growth of these strains was assessed.,0
"The growth parameters of these strains were studied on sweet and sour whey and compared to the indicators in the MRS medium, and the biomass viability in curd and cottage cheese was assessed.",0
"During the study, pH changes, lactose consumption and lactic acid production were evaluated.",0
Looking at the effect of different lactose concentrations on both strains - Lactobacillus casei-01 optimal lactose concentration value ranges from 30 g/L to 60 g/L but L. casei subsp.,0
rhamnosus only 20 g/L.,0
The highest biomass productivity and yield in whey substrate was observed after 24h of fermentation.,0
Lactose consumption and lactic acid production during fermentation were also studied.,0
"The highest results were shown immediately after 24 hours, after 48 hours productivity decreased.",0
"In both skimmed and whole milk curd, both probiotic strains retained viable cell counts above 106 CFU per gram of curd for at least 7 days and in cottage cheese for at least 8 days at + 4 °C.",0
Both types of whey have been found to be suitable substrates for Lactobacillus casei-01 and Lactobacillus casei subsp.,0
"rhamnosus biomass production, and comparing both types of curd with cottage cheese, cottage cheese had higher survival rate with both strains.",0
"During the study essential experimental methods were mastered: bacteria cultivation methods, biomass determination with spectrophotometer and multimode microplate reader – incubator, lactose determination with HPLC chromatograph and colony forming unit calculations.",0
"Latvia is considered to be the northern border of distribution range of western barbastelle (Barbastella barbastellus), so the habitats available here are different from those in the main part of the species` distribution range.",0
"The aim of the study, was to find out, what kind of habitats and summer roosts these bats select in boreal forests in Latvia.",0
"Methods used in study were radiotelemetry, recording of bat calls and evaluation of forest snags.",0
The research shows that B.barbastellus mostly chooses Scots pine (Pinus sylvestris) as their summer roosts.,0
"Compared to other tree species, in Scots pine there were more potentially suitable roosts for B.barbastellus.",0
This study shows that boreal forests may be important habitat for these bats.,0
"Environmental quality assessment of the Gulf of Riga using the phytoplankton indicator ""Diatom/Dinoflagellate index"".",0
"In the Master's thesis, the phytoplankton indicator “Diatom / Dinoflagellate index” (Dia / Dino index) was tested in the Gulf of Riga, and the influence of physical (temperature) and hydrochemical (nitrogen, phosphorus and silicon) parameters was determined on spring diatom and dinoflagellate maximum biomass and index values.",0
"The index values were calculated by separating the transition (T) and open, coastal (O-C) parts of the gulf.",0
The data on phytoplankton and physico-chemical parameters from 1976 to 2019 available in database of the Latvian Institute of Hydroecology were used.,0
"Dia / Dino index from the average and maximum biomass of spring diatoms and dinoflagellates, as well the alternative silicon consumption index have been calculated and the threshold values of good environmental status (GES) have been determined.",0
In the course of the work  was found out that the “Diatom / Dinoflagellate index” indicator can be used to assess the environmental status of the Gulf of Riga.,0
"This indicator mainly characterizes food pathway in the ecosystem, which complies with the EU Marine Strategy Framework Directive (MSFD) food web (D4) and may indicate silica limitation caused by eutrophication (D5).",0
Forest fires have a significant role in nutrient cycling and biodiversity.,0
Soil mites (Acari: Oribatida) are important decomposers of organic matter.,0
Prescribed burning can provide important information about the post–pyrogenic succession.,0
"The aim of this work is to determine effects of burning on soil mite communities, vegetation and soil parameters in a Scots pine forest and succession in a two–year period.",0
"After the burning species communities are composed of species, that had high population density before the disturbance.",0
"Population density and diversity is low after the burn, but in two years there is a significant increase.",0
"Significant vegetation and abiotic factor (relative moisture, pH, thickness of O horizon) changes are observed and correlation with mite density, diversity and multiple observed families have been found.",0
"Inermittent fasting, which has become popular in the last decade, is used as one of the methods to regulate body weight.",0
"Measures to regulate body weight and fat mass are becoming more and more important both in the world and in Latvia, as the number of people suffering from excessive fat mass accumulation and related cardio-metabolic and skeletal diseases is increasing.",0
"The aim of the study was to evaluate which of the methods - correction of the diet, purposeful, regular physical exercises or a combination of the two previous mentioned methods causes more pronounced favorable changes in the composition of body tissues.",0
The study involved 25 women aged 35-50.,0
"They formed three study groups, with different study protocols for a 6-week hands-on study: Group 1 - followed the intermittent fasting pattern ""8:16 hours"", Group 2 - followed the intermittent fasting model ""8:16 hours"" and during the study side by side performed the moderate regular, purposeful physical exercises; Group 3 - performed moderate, regular physical exercises, but did not follow the intermittent fasting.",0
"The division of the subjects into groups was created by purposefully adapting to the possibilities of the study participants, so that during the study it would be possible to more easily adapt the daily regime to the needs of the study.",0
"The waist, hips and thighs circumferences were determined for all subjects, as well as skin folds measurements for triceps, thigh and suprailiac were performed with a caliper Body weight and body composition parameters were determined with bioelectrical impedance analyzer.",0
The changes of anthropometric and body composition parameters during the 6-week study in all groups of study participants were compared.,0
"The results of the study show that the intermittent fasting, as well as the intermittent fasting together with physical activities, show favorable (although not statistically reliable) relative fat mass, as well as changes in visceral fat level and visceral fat area, compared to the physical exercise regimen without intermittent fasting, however, no significant changes in skeletal muscle mass were observed in any of the study groups.",0
"As a result of the study, it can be concluded that an intermittent fasting, as well as purposeful physical exercise, is a way to maintain a relatively constant composition of body tissues, without limiting oneself to the variety and quantity of food if food is consumed during a certain time of day.",0
"Keywords: intermittent fasting, physical exercises, body composition, weight loss, visceral fat.",0
Scots pine is the most widespread and one of the most economically important conifer species.,0
Mostly for the increacement of its biomass Scots pine uses current carbon assimilates while previous reserves in a form of wood rays can be used as well.,0
"During variable, especially extreme, climate conditions proportion of wood rays, therefore the amount of available reserves, can vary which can affect increacement of wood biomass in the future.",0
By measuring the volume of wood rays the response of stress to meteorological factors can be quantified and the importance of social status of trees in stand can be determined.,0
The study was performed in an economical Scots pine Myrtillosa stand located at Tome.,0
During the study cores were gathered from trees of I and III Kraft classes.,0
"Anatomical cuts were made in each annual ring, both early and late wood.",0
The samples then were stained and photographed using high resolution equipment.,0
Quantitative analysis of obtained images was performed using Win Cell.,0
Mixed type models were implemented for comparison of mean values of wood rays parameters.,0
Time series and correlation analysis were used to identify correlation between meteorological factors and parameters of wood rays.,0
Principal component analysis was performed to indicate trends of parameters of wood rays.,0
"Statistically significant difference of parameters of wood rays was higher between early and late wood than between Kraft classes, pointing at high individuality of trees.",0
"While the current meteorological factors (temperature, precipitation and drought) affect parameters of current wood rays, factors of previous growing season show the biggest effect.",0
"The research was conducted at University of Latvia, Faculty of Biology in the department of Botany and Ecology and in Latvian State Forest Research Institute “Silava” from June 2018 till May 2020.",0
Young swimmers'knoweledge of dietary supplements.,0
SUMMARY  The aim of Jekaterina Netača's master's thesis was to find out the knowledge of young swimmers aged 14-21 about nutritional supplements and their experience with their usage.,0
"Global research reflects the widespread use of dietary supplements by athletes, but their choice is not always reasonable and safe.",0
The need to study this issue in depth is justified by the lack of research on the use of supplements amongst the population of Latvian athletes.,0
There is also no clear idea about their knowledge and sources of information used in connection with nutritional supplements.,0
"The main tasks of the study were to translate and validate a standardized self-assessment questionnaire “Survey on supplements in swimming sports” and to adapt it to the Latvian population, as well as to find out the habits, frequency, reasons and knowledge of the safe use of supplements for young swimmers.",0
"The results of the study showed that among swimmers there is a large - 71,5% (n = 113; 95%TI = 0,64-0,78) number of supplement users (p˂0,05).",0
Responses regarding the reasons and why athletes use supplements revealed inconsistencies and suggest widespread misinformation among athletes.,0
"The study also showed that the majority of respondents rate their knowledge of supplements as superficial, and only 16,2% (n = 25; 95%TI = 0,11-0,23) consider it good.",0
"The study also leads to the conclusion that there is a lack of sufficient and appropriate understanding of the dangers of using nutritional supplements, which increases the risk of using non-anti-doping products.",0
"Keywords: swimming, sports nutrition, nutritional supplements, knowledge",0
"Today's fast-paced lifestyle has had an impact not only on a person's lifestyle, but also eating habits, such as amount and quality of food and meal timing.",0
The aim of this study is to find out how alteration of circadian rhythm impact visceral and total body fat in accordance with amount of calories consumed at dinner.,0
The study included 40 randomly selected participants aged 40 to 68 years.,0
They were interviewed about diet and lifestyle habits and underwent body tissue analysis with certified bioimpedance scales at the “Premium Medical” health clinic.,0
"Data of meal timing, amount and distribution of food group intake were obtained from the nutrition survey.",0
"The lifestyle survey found out a person's Chrono type, stress level and the presence of factors influencing obesity during the past year.",0
"From the bioimpedance test the respondent's anthropometric, visceral and total fat values were used.",0
