sentence,is_generated
"Testu laikā noskaidrotas to EC50 – efektīvi mediālās koncentrācijas un LC50 – subletālās koncentrācijas, LOEC - zemākās iedarbības koncentrācijas, pie kurām novēro test organismu inhibīciju un NOEC - lielākās koncentrācijas, pie kurām nenovēro nekādu iedarbību uz test organismiem.",0
"Eksperimentu rezultāti uzrāda, ka visiem izvēlētiem pesticīdiem ir augsts toksiskums.",0
"Augstāko toksiskumu dafniju testos uzrādīja insekticīds “Proteus OD”, kas diemžēl tiek plaši izmantots cīņa pret insekticīdiem, bet aļģu testos herbicīds “Broadway Star” (skat.secinājumos).",0
"Pesticīdi ar vairākām darbīgām vielām veicina straujāku ūdens organismu inhibēšanu salīdzinājumā ar pesticīdiem, kuriem ir tikai viena darbīgā viela.",0
Testētie zooplanktona organismi uzrādīja lielāku jūtību pret pesticīdu iedarbību salīdzinājumā ar fitoplanktona organismiem.,0
"Pesticīdu nokļūšana ūdenstilpnēs var izraisīt gan mikroaļģu, gan vēžveidīgo samazināšanos un bojāeju, īpaši ūdenstilpnēs tuvu apstrādājamajam lauksaimniecības zemēm.",0
"Lauksaimnieki uzsver, ka pesticīdu izmantošana ir nepieciešama ražošanas efektivitātes paaugstināšanai un veicina saimniecisko darbību.",0
"Eiropas apdraudēto putnu sarakstā (European Red List of Birds 2015) redzams, ka pēdējos  20 gados brūnkakļu Aythya ferina Eiropas un pasaules populācijām ir vērojams būtisks  izplatības un skaita samazinājums, kā rezultātā brūnkaklis ir iekļaujams apdraudēto  (Vulnerable) sugu sarakstā.",0
"Savukārt, 2019. gada nogalē pieņemts lēmums šo sugu svītrot no  Latvijas medījamo sugu saraksta.",0
"Šajā darbā izveidots pārskats par brūnkakļa izplatības un  skaita izmaiņām Latvijā, izmantojot datus no divām ilgtermiņa ligzdojošo ūdensputnu  uzskaitēm Engures (1958-2019) un Kaņiera (2005-2019) ezeros, kā arī datus no trim ligzdojošo  putnu atlantiem: 1980-1984; 2000-2004; 2013-2017.",0
Darbā izvērtēti arī populāciju ietekmējošie  faktori.,0
"Salīdzinot atlantu izplatības karšu datus, redzams, ka sugas izplatība Latvijā pēdējo 33  gadu laikā ir būtiski samazinājusies.",0
Arī ligzdojošo brūnkakļu populācijai Engures ezerā sākot  ar 90. gadu beigām ir vērojams būtisks skaita kritums .,0
"Šo skaita sarukumu visticamāk radījis  vairāku faktoru kopums – dzīvotņu zaudēšana, lielo ķīru Larus ridibundus populācijas  samazinājums, kā arī plēsēju, it īpaši Amerikas ūdeles Mustela vison, skaita palielināšanās.",0
"Šos  faktorus, mūsuprāt, kā populāciju limitējošus ir atbilstoši attiecināt arī uz Latvijas teritorijā  ligzdojošo brūnkakļu populāciju kopumā.",0
"Kaņiera ezerā 14 gadu periodā ligzdu uzskaišu dati  norāda uz nelielu, taču stabilu ligzdojošo brūnkakļu populāciju.",0
"Gandrīz visi cilvēka šūnu tipi sekretē ekstracelulārās vezikulas (EVs), un tām ir svarīga loma starpšūnu komunikācijā.",0
"Jaunākie pētījumi liecina, ka komunikācija notiek arī starp cilvēka mikrobiotu un saimniekorganisma šūnām.",0
"Šajā pētījumā mēs parādām, ka no cilvēka asinīm un urīna izdalītās EVs satur RNS fragmentus no dažādiem mikroorganismiem.",0
"Visbiežāk sastopami baktēriju tipi un supertipi asinīs un urīnā bija Proteobacteria, PVC grupa un Terrabacteria.",0
"Lai noteiktu vai šo mikrobiālo transkriptu galvenais avots ir zarnu mikrobioms, mēs izstrādājām EV izdalīšanas metodi no cilvēku fēču paraugiem.",0
"Tālāk mēs plānojām veikt RNS sekvencēšanas (RNA-seq) analīzi EV, kas izdalītas no plazmas, urīna un fēcēm no tiem pašiem indivīdiem.",0
"HHV-6 ir visuresošs patogēns, kurš spējīgs persistēt saimniekorganismā visu tā dzīvi un kura loma pierādīta vairāku saslimšanu attīstībā, tostarp arī autoimūnu.",0
"Lai gan HHV-6 un autoimūno vairogdziedzera slimību saistība parādīta, mehānismi, kas norādītu kā HHV-6 spēj ietekmēt autoimunitātes attīstību, nav noskaidroti.",0
"HHV-6 piemīt virkne imūnmodulējošu īpašību, ar kurām vīruss manipulē imunitāti, lai veicinātu tā izplatību pa organismu un izvairītos no saimniekorganisma imūnās atbildes.",0
"Šī darba ietvaros tika novērtēta HHV-6 hemokīnu receptoru U12 un U51 loma autoimunitātes attīstībā, izmantojot no vīrusa aminoskābju sekvencēm veidotus potenciāli imunogēnus peptīdus.",0
Peptīdu imunogenitātes un antivielu krosreaģēšanas novērtēšanai izmantoja suspensijas imunoloģisko analīzi.,0
"Visos pētījumā iekļautajos pacientu vairogdziedzera audu paraugos detektēja HHV-6 (64/64, 100%) un 37 no tiem detektēja aktīvai vīrusa infekcijai raksturīgu gēnu ekspresiju (37/64, 58 %).",0
"HHV-6 hemokīnu receptoru U12 un U51 ekspresiju detektēja 23 paraugos (23/64, 36 %).",0
"Paraugos ar hemokīnu receptoru ekspresiju atrada ievērojami augstākas HHV-6 slodzes (p=0,0155).",0
"Pacientu paraugos atrada gan vīrusa peptīdiem specifiskas IgG, gan IgM antivielas, taču IgM antivielas atrada vairāk, kas norāda uz vīrusa reaktivāciju un aktīvu HHV-6 infekciju.",0
"HHV-6 peptīdu specifiskās antivielas nekrosreaģēja ar cilvēka rekombinantajiem CCR1, 3 un 5.",0
Padziļinātāki pētījumi nepieciešami HHV-6 gēnu U12 un U51 kodēto proteīnu imunogenitātes novērtēšanai.,0
Heterobasidion annosum (Fr.) Bref s.l. sakņu trupe Eiropas Savienībā katru gadu izraisa ievērojamus ekonomiskos zaudējumus – aptuveni 790 milionus eiro.,0
"Lai ierobežotu trupes izplatību Latvijā skuju koku celmi diametrā virs 10 cm tiek apstrādāti ar bioloģiskiem preparātiem, kas satur lielās pergamentsēnes Phlebiopsis gigantea sporas.",0
"Līdzšinējos pētījumos konstatēts, ka dabiskā P. gigantea nevar efektīvi ierobežot Heterobasidion spp. izplatību.",0
"Lai noteiktu Heterobasidion spp. un dabiskās P. gigantea attīstību maza diametra, dažādu augstumu priežu celmos, trīs parauglaukumos analizēti 300 celmi diametrā no 4 līdz 10 cm: puse no tiem 15 cm augsti un puse 50 cm augsti; 120 celmi apstrādāti ar Heterobasidion spp. sporu suspensiju un 180 celmi atstāti neapstrādāti, dabiskai Heterobasidion spp.",0
un P. gigantea infekcijai.,0
"Lai analizētu micēlija attīstību, no visiem celmiem ievāca paraugus, tos sazāģējot līdz sakņu kaklam divus līdz četrus cm biezās ripās.",0
"Pētījumā konstatēts, ka dabiskās P. gigantea infekcija bija būtiski vairāk izplatīta nekā Heterobasidion spp. – tikai 3% celmu (gan apstrādāto gan neapstrādāto) pēc 22 mēnešu inkubācijas perioda bija konstatējams dzīvotspējīgs Heterobasidion spp. micēlijs, bet dabiskā P. gigantea bija attīstījusies 39% celmu.",0
"Līdz ar to secināts, ka dabiskā P. gigantea ir nozīmīgs faktors Heterobasidion spp. ierobežošanā maza diametra priežu celmos.",0
"Celmu augstums būtiski neietekmēja dabiskās P. gigantea attīstību, taču būtiska ietekme bija inkubācijas periodam.",0
"Salīdzinājumā ar rezultātiem, ko ieguva pēc 22 mēnešu inkubācijas perioda, pēc 28 mēnešiem P. gigantea aizņemtais laukums celmos bija būtiski mazāks.",0
"P. gigantea konstatēta 72 celmos, kuru augstums bija 50 cm un 47 celmos, kuru augstums 15 cm – 62,5 % analizēto 50 cm augsto celmu un 76,0% 15 cm augsto celmu P. gigantea micēlijs izplatījies līdz sakņu kaklam.",0
"No visiem celmiem, kuros konstatēta P. gigantea (n=115), 62,5 % 50 cm augsto celmu un 76,0% 15 cm augsto celmu micēlijs izplatījies līdz sakņu kaklam.",0
"Tālākos pētījumos nepieciešams analizēt PG micēlija attīstību dziļāk saknēs, lai noskaidrotu dabiskās P. gigantea nozīmi Heterobasidion spp. sekundārās izplatības ierobežošanā.",0
Fizioloģijā balstīta metformīna matemātiskā modeļa izveide pelei un cilvēkam.,0
"Dārta Maija Zaķe, darba vadītājs Latvijas Universitātes Mikrobioloģijas un Biotehnoloģiju Institūta direktors, Dr.sc.ing. Egils Stalidzāns.",0
"Maģistra darbs, 68 lpp., 83 literatūras avoti, 1 pielikums, 12 attēli un 10 tabulas.",0
Darba mērķis bija noteikt metformīna koncentrāciju dinamiku tā galvenās iedarbības audos cilvēkā.,0
"Mērķa sasniegšanai tika veikta eksperimentālajiem datiem atbilstoša, fizioloģijā balstīta metformīna farmakokinētikas matemātiskā modeļa izveide pelei.",0
"Izmantojot parametru novērtēšanas metodes un peles modeli, tika noteikti metformīna galvenās iedarbības audiem specifiski plazmas-audu pārneses koeficienti (Ktp).",0
"Tika izveidots eksperimentālajiem datiem atbilstošs, fizioloģijā balstīts metformīna farmakokinētikas matemātiskais modelis cilvēkam, kurā, izmantojot 10 galvenās iedarbības audiem specifiskas Ktp vērtības, tika noteikta metformīna koncentrāciju dinamika šajos audos.",0
"Šī darba ietvaros tika pētīta HHV-6, RANTES hemokīna un IL-6, INF-γ, TNF-α iekaisuma citokīnu iesaistes loma autoimūnā tireoidīta attīstībā.",0
"Pētījumā iesaistīti 63 pacienti ar AIT, kuriem tika veikta tireoīdektomija (Thyreoidectomia totalis) un 27 asins donori kā kontroles grupa.",0
"HHV-6 genoma sekvence tika detektēta 58 (92%) AIT pacientu audu paraugos, 10 (16%) asins paraugos un 3 (11%) kontroles grupas asins paraugos.",0
Aktīva infekcija tika noteikta 25/58 (43%) AIT pacientu vairogdziedzeru audu paraugos.,0
"RANTES hemokīna un iekaisuma citokīnu līmeņa noteikšanai tika izmantota Luminex tehnoloģija, kas ir balstīta uz imūnfermentatīvo metodi.",0
AIT pacientu asins paraugos tika detektēts augsts iekaisuma citokīnu līmenis.,0
"RANTES hemokīna līmenis asins donoriem (mediāna 1346 [IQR 645 – 2503] pg/ml) bija ievērojami paaugstināts nekā AIT pacientiem (mediāna 418,2 [IQR 113,1 – 803,1] pg/ml).",0
Darba saturu veido 7 nodaļas ar apakšnodaļām.,0
"Kopumā darba izstrādāšanai izmantoti 42 literatūras avoti, 12 attēli.",0
Darba apjoms sastāv no 48 lapaspusēm.,0
Bakalaura darbs izstrādāts Rīgas Stradiņu universitātes mikrobioloģijas un virusoloģijas institūtā.,0
Sēklu ar nediferencēto embriju (putekļveida) dzīvotspējas noteikšanu apgrūtina mazs sēklu izmērs un sēklu dīgšanas atkarība no simbiotiskajiem mikroorganismiem.,0
"Darba mērķis bija pielāgot tetrazola analīzes metodi dažādu sugu sēklu, ar nepilnīgi attīstīto embriju, dzīvotspējas noteikšanai.",0
"Atbilstoši darba mērķim, uzdevumi bija: noteikt atsevišķu orhideju dzimtas un ēriku dzimtas ziemciešu apakšdzimtas sugu augu sēklu dzīvotspēju ar tetrazolija hlorīda metodi, pārbaudīt saharozes ietekmi uz pārbau-dāmo sēklu metabolisma aktivāciju pirms tetrazolija testa veikšanas un noteikt sēklu dīgtspēju in vitro apstākļos.",0
"Sēklu dzīvotspējas pārbaudē tika izmantota tetrazolija hlo-rīda metode, kas pamatojas uz dzīvotspējīgo sēklu šūnu iekrāsošanos dehidrogenāzes enzīma darbības rezultātā.",0
"Pirms sēklu krāsošanas ar tetrazolija hlorīdu, tās dezinficēja, vienlaicīgi veicot sēklu ķīmisko skarifikācijiu, nātrija hipohlorīta (NaClO) šķīdumā ar vai bez iepriekšējās inkubēšanas saharozes šķīdumā.",0
"Lai pārbaudītu ķīmiskās skarifikā-cijas ietekmi uz testa rezultātiem, mainīja dezinficēšanas ilgumu.",0
"Lai noteiktu sēklu dīgstspēju in vitro apstākļos, izmantoja orhideju dzimtas sēklu diedzēšanai specializētu N1 barotni un Murashige & Skoog barotni, papildinātas ar rauga ekstraktu.",0
Uz barot-nes sterilā vidē tika ievadītas skarificētas sēklas.,0
Sēklas diedzēja tumsā  +22 °C ar vai bez iepriekšējās inkubēšanas +5 °C temperatūrā.,0
"Sēklu aktivitāte tika noteikta vienu reizi nedēļā, 16 nedēļu garumā, uzskaitot no sēklām attīstījušos protokormus un atse-višķi izdalot protokormus, kuriem novēroja rizoīdu izveidošanos.",0
Dzīvotspējīgo sēklu procentuālie daudzumi tika salīdzināti starp tetrazola testā iegūtajiem un uz barotnēm uzskaitīto protokormu skaitu.,0
"Eksperiemntējot ar rauga ekstrakta koncentrācijām, tika pārbaudīta tā koncentrācijas ietekme uz sēklu dīgšanu in vitro apstākļos.",0
"Pētījuma mērķis bija kontrolētos apstākļos pārbaudīt krastmalas skābenes izturību un jonu uzkrāšanos NaCl un smago metālu (kadmija, hroma, niķeļa un svina) sāļu ietekmē.",0
"Augus audzēja automātiskajā siltumnīcā, kur tos apstrādāja ar dažādām attiecīgās vielas koncentrācijām un mērīja hlorofila koncentrāciju un hlorofila a fluorescenci.",0
Pēc novākšanas žāvētām auga daļām veica jonu analīzi.,0
Krastmalas skābene izvairījās no jonu uzkrāšanas jaunajās lapās visos variantos.,0
"Savukārt uzkrāšanas vieta atšķīrās –  Na, Cd un Ni maksimāli uzkrājās vecajās, nokaltušajās lapās, bet Cr un Pb saknēs.",0
Pēc izmaiņām lapu hlorofila koncentrācijā un hlorofila a fluorescencē nevarēja paredzēt NaCl un smago metālu ietekmi uz augiem.,0
Krastmalas skābene ir potenciāli izmantojama sāļainu un ar kadmiju un svinu piesārņotu augšņu rekultivācijai un attīrīšanai.,0
Miega trūkums un traucējumi var radīt vairākas negatīvas sekas cilvēka veselībai.,0
"Kamēr miega kvalitātes pašnovērtējums ir subjektīvs, par to var spriest arī pēc miega fāzēm un hormonu koncentrācijas izmaiņām.",0
"Miega fāzēm ir raksturīgas īpašības, kas atspoguļojas nepārtrauktā sirdsdarbības frekvences pierakstā.",0
"Kortizols ir viens no hormoniem, kura diennakts cikls ir pakļauts miega procesiem.",0
"Darba mērķis bija noskaidrot, kā sirdsdarbības frekvence un kortizola dinamika ir saistīta ar miega kvalitāti.",0
Pētījumā brīvprātīgi piedalījās 10 dalībnieki vecumā 20-23 gadiem.,0
Dalībniekiem tika noteikts Pitsburgas miega kvalitātes indekss un hronotips.,0
"Katrs dalībnieks veica sirdsdarbības frekvences pierakstu trīs nakšu laikā, kā arī ievāca urīna paraugus kortizola koncentrācijas noteikšanai.",0
"Iegūtie rezultāti liecina, ka pastāv sakarība starp augstas un zemas sirdsdarbības variabilitātes intervālu ilguma attiecību un miega kvalitāti, ko varētu skaidrot ar lēno viļņu miega stadijas ietekmi uz miega kvalitāti.",0
Eksistē arī tendence zemākam kortizola rīta līmenim un augstākam vakara līmenim sakrist ar sliktāka miega kvalitātes vērtībām.,0
Darba mērķis bija izpētīt pericentriskā heterohromatīna (PHH) iespējamas strukturālas un transkripcijas izmaiņas diferenciācijas sākuma stadijā (komitācijā) ar heregulīnu (HRG) aktivētās MCF-7 krūts vēža šūnās.,0
Modelis tika testēts pēc agrās stresa atbildes gēnu un pericentrisko satelītu DNS transkripcijas dinamikas izmaiņas MCF-7 šūnās pēc HRG aktivācijas izmantojot PĶR.,0
"PHH topoloģiju un organizāciju pētīja ar immunofluorescences, konfokālās mikroskopijas un attēlu analīzes metodēm.",0
"Tika atklāts, ka PHH klasterizācija ir proporcionāla centromēru skaitam un to izkārtojums raksturojas ar spēka likumsakarību.",0
HRG izsauc PHH strauju de-klasterizāciju.,0
"No iegūtajiem rezultātiem tika izvirzīta hipotēze, ka PHH de-klasterizācija diferencēšanas komitācijas laikā atceļ tā negatīvo pozīcijas efektu, ļaujot aktivizēt transkripciju visā genomā.",0
"Mitohondriju iekšējā membrānā ir izvietoti pieci enzīmu kompleksi, kas veido oksidatīvās fosforilēšanas (OXPHOS) sistēmu.",0
OXPHOS sistēma saražo līdz pat 90% adenozīntrifosfāta šūnās.,0
Mitohondriālās DNS (mtDNS) mutāciju izraisīti traucējumi OXPHOS sistēmā var izraisīt smagas mitohondriālās slimības.,0
Mitohondriālo slimību diagnosikā nav vienas konkrētas metodes.,0
Patogēno mtDNS mutāciju ietekmi var pētīt izmantojot citoplazmatisko hibrīdu šūnu modeļus.,0
Darba mērķis ir novērtēt OXPHOS funkcionalitāti citoplazmatisko hibrīdu šūnu līniju kontroles grupā un pacienta šūnu līnijā ar iespējami patogēnu mtDNS mutāciju.,0
"Tika izveidota šūnu līniju kontroles grupa un noteiktas OXPHOS enzīmu aktivitātes, pielāgots šūnu dzīvotspējas noteikšanas protokols un noteikta šūnu dzivotspēja kontroles grupā, tika raksturota un analizēta šūnu līnija, kas satur mutāciju m.14894T>C, kā arī noteikta mutācijas m.14894T>C izplatība veselu Latvijas iedzīvotāju populācijā.",0
Bezmugurkaulnieku un mugurkaulnieku vidū ir bieži sastopama nervu sistēmas bilaterālā asimetrija.,0
Galvas smadzeņu asimetrija ietekme dzīvnieku kognīciju.,0
"Traucējumi galvas smadzeņu asimetrijas veidošanā var izraisīt vairākas slimības, kas biežāk ir saistītas ar runas veidošanas traucējumiem.",0
"To ietekmē vairāki ģenētiski un vides faktori, bet asimetrijas veidošanās mehānismi nav detalizēti aprakstīti.",0
"Šis darbs pēta augļu mušiņas galvas smadzeņu asimetrisko ķermenīti, konkrēti tā asimetrijas attīstību un organizāciju.",0
"Darbā tiek aprakstīti vairāki neironu tipi, kas veido asimetrisko ķermenīti, tiek aprakstīta to anatomija un sinoptiskie partneri.",0
"Rezultāti uzrādīja, ka asimetriskais ķermenītis veidos kūniņas stadijā pēc simetrijas laušanas.",0
Antropogēnā piesārņojuma ietekmē etirofikācijas procesa ātrums var strauji pieaugt un tas tiek uzskatīts par vienu no galvenajiem ezeru ekoloģiskās kvalitātes pasliktināšanās iemesliem.,0
"Lai novērtētu antropogēnās eitrofikācijas ietekmi uz Sekšu ezeru apdzīvojošajiem organismiem un ekoloģisko kvalitāti, apskatītas fosilo kladoceru sugu sabiedrību izmaiņas ezera nogulumos.",0
"Rezultāti un literatūrā atrodamā informācija parāda, ka pēc Mazā Baltezera cauruļvada darbības sākuma no Sekšu ezera izzudušas oligotrofiju indicējošās sugas, samazinājusies kladoceru sugu daudzveidība, palielinājusies eitrofiju indicējošo kladoceru proporcija.",0
Pēdējos 10 gados novēroti kladoceru sugu kompozīcijas un ezera ķīmisko parametru uzlabojumi.,0
Ezeram ir labs atjaunošanas potenciāls.,0
NET audzēji ir visbiežāk diagnosticētā onkoloģiskā saslimšana no visiem vēža veidiem.,0
"Krūts vēzis, kas pieskaitāms NET audzējiem, ir biežākā onkoloģiskā saslimšana sievietēm ar vairākiem simtiem tūkstošu jaunu gadījumu katru gadu.",0
Kopš pagājušā gadsimta beigām klīniskajā praksē tiek izmantota audzēju un to metastāžu diagnostika ar radiofarmaceitiskajiem preparātiem.,0
"Pēdējos gados onkoloģijā tiek ieviesta teranostika – diagnostika un terapija ar audzējam specifisku peptīdu, kas piesaistīts pie radionuklīda.",0
"Ar HA-DOTA-TATE, kas ir somatostatīna analogs, saistīti radionuklīdi paver iespējas pacientiem pieejamai teranostikai.",0
Taču trūkst pētījumu par HA-DOTA-TATE spēju saistīties pie SSTR.,0
Tāpēc tika veikts šis pētījums.,0
"Izmantojot trīs vēža šūnu līnijas (MDA-MB-231, SkBr3 un MCF-7) un dermālo fibroblastu šūnu līniju HDFa kā kontroli, tika noteikta ar 68Ga un 177Lu saistīta HA-DOTA-TATE aktivitātes saistīšanās šūnās.",0
"Iegūtie rezultāti uzrāda, ka uz HA-DOTA-TATE balstīti radiofarmaceitiskie preparāti ir potenciāli izmantojami gan NET audzēju diagnostikā, gan terapijā.",0
"Krēsliņa V. Mēslojuma ietekme uz dendroloģiskajiem parametriem, veģetāciju un ekosistēmu pakalpojumiem ātraudzīgo kokaugu stādījumā lauksaimniecības zemē.",0
"Pētījuma mērķi bija noskaidrot, kā mēslojums (notekūdeņu dūņas un pelni) ietekmē bērzu un baltalkšņu augstumu un caurmēru, veģetāciju un ekosistēmu pakalpojumus ātraudzīgo koku stādījumā.",0
Stādījums ierīkots 2011. gadā Skrīveru novadā “Pardenčos”.,0
"Koki stādīti četros blokos, katrā no tiem ierīkoti kontroles un ar pelniem vai notekūdeņu dūņām mēsloti parauglaukumi.",0
Veikta veģetācijas uzskaite eksperimentālajā stādījumā un noskaidrots kā lakstaugu sugu sastāvs atšķiras bērzu un baltalkšņu stādījumos.,0
Dati ievākti laikā no trešā līdz septītajam gadam pēc stādījuma ierīkošanas.,0
Novērtēta arī dažāda stādījumā izmantotā mēslojuma ietekme uz koku stumbru augstumu un caurmēru.,0
"Noskaidrots, ka ceturtajā gadā pēc stādījuma ierīkošanas mēslojums būtiski neietekmēja lakstaugu sugu skaitu un segumu ne bērzu, ne baltalkšņu parauglaukumos (dispersijas analīžu rezultātā iegūtās p vērtības attiecīgi 0,08 un 0,09).",0
Septītajā gadā pēc stādījuma ierīkošanas mēslojums ietekmēja abu koku sugu stumbru garumus un caurmērus.,0
Vislielākā pozitīva ietekme uz bērzu un baltalkšņu augšanu ir dūņu mēslojumam.,0
Laikā no trešā līdz septītajam gadam bērzu un baltalkšņu stādījumos lakstaugu sugu daudzveidība samazinājās.,0
Lielāks lakstaugu sugu skaits un segums bija bērzu stādījumā.,0
Abos stādījumos konstatētas divas dabisko pļavu indikatorsugas: dzirkstelīte Dianthus deltoides L. un plankumainā dzegužpirkstīte Dactylorhiza maculata.,0
Konstatētas arī divas invazīvas sugas: Lupinus polyphyllus Lindl. un Solidago canadensis L. Lielāks tauriņziežu dzimtas augu sugu skaits un segums konstatēts bērzu stādījumā.,0
"Izmantojot literatūras datus, aprēķināts, ka galvenokārt atmosfēras slāpekļa apjomu piesaisti veicis pļavas āboliņš Trifolium pratense L., kas bija līdz 79,968 kg N2/ha laikā no trešā līdz septītajam gadam.",0
Arī bitēm (apputeksnētājiem) svarīgo nektāraugu sugu skaits lielāks bija bērzu stādījumā.,0
"Ceturtajā gadā pēc stādījuma ierīkošanas šo sugu skaits sasniedza 13 sugas, bet septītajā gadā astoņas sugas.",0
Latvijā ir maz veikti pētījumi par savvaļas zīdītāju endoparazītu daaudzveidību.,0
Šī pētījuma mērķis ir noteikt rudo lapsu (Vulpes vulpes) un jenotsuņu (Nyctereutes procyonoides) endoparazītu sastopamību un daudzveidību Latvijā laika posmā no 2012./2013. līdz 2015./2016. gadam.,0
"Pētījuma gaitā tika konstatēts, ka visizplatītākie endoparazīti rudām lapsām ir Alaria alata (94,2%) un jenotsuņiem Uncinaria stenocephala (93,7 %).",0
